TA_YMD,MCT_SGG_CD,TS_AT,USE_CNT
20250806,강원 춘천시,7155281302,232874
20250806,서울 강남구,123991471863,2797062
20250807,강원 춘천시,8841081049,271068
20250807,서울 강남구,135857925764,2820253
20250808,강원 춘천시,9305884958,292408
20250808,서울 강남구,143810805203,2884320
20250809,강원 춘천시,10041424700,314697
20250809,서울 강남구,84298094822,2654700
20250810,강원 춘천시,6728358483,251514
20250810,서울 강남구,66170249111,2314925
20250811,강원 춘천시,9289874397,269818
20250811,서울 강남구,193802696660,3078196
20250812,강원 춘천시,13867372250,269405
20250812,서울 강남구,140274879932,2729568
20250813,강원 춘천시,15532386983,221613
20250813,서울 강남구,139309091856,2698684
20250814,강원 춘천시,21688954441,279417
20250814,서울 강남구,171777019605,3021498
20250815,강원 춘천시,13934094336,310170
20250815,서울 강남구,75010332705,2496931
20250816,강원 춘천시,10475633701,322486
20250816,서울 강남구,74240053347,2607179
20250817,강원 춘천시,7052513206,254296
20250817,서울 강남구,55273590518,2264031
20250818,강원 춘천시,8663023302,266117
20250818,서울 강남구,175974352649,3199849
20250819,강원 춘천시,8669267236,261877
20250819,서울 강남구,137616025963,2763588
20250820,강원 춘천시,8691509886,260104
20250820,서울 강남구,170484832290,3106351
20250821,강원 춘천시,8280925677,259199
20250821,서울 강남구,157319516008,2884937
20250822,강원 춘천시,10770492462,291202
20250822,서울 강남구,169140558015,2941363
20250823,강원 춘천시,10370793418,321050
20250823,서울 강남구,87440154263,2797974
20250824,강원 춘천시,6637051567,244615
20250824,서울 강남구,60543731801,2336890
20250825,강원 춘천시,10229770561,265045
20250825,서울 강남구,250698619351,3634175
20250826,강원 춘천시,18694147634,254587
20250826,서울 강남구,231123828623,2790712
20250827,강원 춘천시,21169176762,268922
20250827,서울 강남구,225888829256,2977199
20250828,강원 춘천시,17002180422,268884
20250828,서울 강남구,233823246243,2971613
20250829,강원 춘천시,19113143056,294430
20250829,서울 강남구,280002412170,2996048
20250830,강원 춘천시,10737073492,327077
20250830,서울 강남구,93231071528,2758457
20250831,강원 춘천시,7422092561,262263
20250831,서울 강남구,64655354490,2389389
20250901,강원 춘천시,8890663079,262942
20250901,서울 강남구,208313876079,3021906
20250902,강원 춘천시,8435038506,288757
20250902,서울 강남구,139137998249,2826811
20250903,강원 춘천시,8506024599,282187
20250903,서울 강남구,131917583649,2806245
20250904,강원 춘천시,8132062025,273802
20250904,서울 강남구,129345274063,2879219
20250905,강원 춘천시,9392120698,301946
20250905,서울 강남구,142798641609,2949092
20250906,강원 춘천시,9518244762,288305
20250906,서울 강남구,83153859741,2661211
20250907,강원 춘천시,7317553410,267082
20250907,서울 강남구,60393528651,2387602
20250908,강원 춘천시,8411297530,281766
20250908,서울 강남구,144704289239,2747970
20250909,강원 춘천시,7847916845,278440
20250909,서울 강남구,139960871727,2708954
20250910,강원 춘천시,9430684175,281400
20250910,서울 강남구,207197352978,3178326
20250911,강원 춘천시,8838537179,284762
20250911,서울 강남구,138092941727,2838822
20250912,강원 춘천시,13964489984,287617
20250912,서울 강남구,175374828302,2956115
20250913,강원 춘천시,10652378750,318206
20250913,서울 강남구,88291018533,2773186
20250914,강원 춘천시,7264205235,263850
20250914,서울 강남구,63032541825,2418991
20250915,강원 춘천시,27631989525,286509
20250915,서울 강남구,224018825900,3607446
20250916,강원 춘천시,11226172118,265173
20250916,서울 강남구,147668889308,2695540
20250917,강원 춘천시,7602155408,244583
20250917,서울 강남구,136593274242,2704721
20250918,강원 춘천시,8115042605,283022
20250918,서울 강남구,147769202054,2929038
20250919,강원 춘천시,9520842795,277374
20250919,서울 강남구,169154973354,2841426
20250920,강원 춘천시,10601025793,316903
20250920,서울 강남구,93587761220,2847436
20250921,강원 춘천시,8044189738,274474
20250921,서울 강남구,67561313945,2519382
20250922,강원 춘천시,9391117923,287015
20250922,서울 강남구,195840861992,3251758
20250923,강원 춘천시,9926134784,291249
20250923,서울 강남구,199909369070,2959346
20250924,강원 춘천시,13046633504,265739
20250924,서울 강남구,198730465507,3027151
20250925,강원 춘천시,17568065496,300936
20250925,서울 강남구,277554523367,3649804
20250926,강원 춘천시,20131123586,320511
20250926,서울 강남구,266627431834,3172321
20250927,강원 춘천시,12055485250,358564
20250927,서울 강남구,102654792199,2968930
20250928,강원 춘천시,6819601506,243412
20250928,서울 강남구,70936733953,2374378
20250929,강원 춘천시,25273981796,310580
20250929,서울 강남구,285396479552,3042405
20250930,강원 춘천시,12962503042,304415
20250930,서울 강남구,340519530563,3294891
20251001,강원 춘천시,11064605501,308357
20251001,서울 강남구,183875635277,3140844
20251002,강원 춘천시,11535471305,334162
20251002,서울 강남구,175275799795,3054738
20251003,강원 춘천시,11572431533,327109
20251003,서울 강남구,88535697514,2574326
20251004,강원 춘천시,12097787945,350743
20251004,서울 강남구,85229238337,2643784
20251005,강원 춘천시,8999140287,287198
20251005,서울 강남구,54467714722,2141112
20251006,강원 춘천시,5766635018,197558
20251006,서울 강남구,33154940718,1338624
20251007,강원 춘천시,7618768674,252117
20251007,서울 강남구,47808804997,2044398
20251008,강원 춘천시,8799977363,303385
20251008,서울 강남구,58098449250,2353130
20251009,강원 춘천시,7974232397,275890
20251009,서울 강남구,60639905049,2364904
20251010,강원 춘천시,10085564627,271955
20251010,서울 강남구,182827585174,2910389
20251011,강원 춘천시,8793878465,275053
20251011,서울 강남구,82097414376,2618362
20251012,강원 춘천시,6248020160,231382
20251012,서울 강남구,62461933942,2294496
20251013,강원 춘천시,12042902036,247053
20251013,서울 강남구,177671977957,3024152
20251014,강원 춘천시,18874888189,282420
20251014,서울 강남구,190497994324,3043502
20251015,강원 춘천시,22570894645,276169
20251015,서울 강남구,239601457463,3298515
20251016,강원 춘천시,10815427510,283653
20251016,서울 강남구,144966268306,2845266
20251017,강원 춘천시,9096799349,297700
20251017,서울 강남구,155933252179,2823910
20251018,강원 춘천시,10198913247,334740
20251018,서울 강남구,90980994750,2771129
20251019,강원 춘천시,7889364506,281471
20251019,서울 강남구,64044689780,2430561
20251020,강원 춘천시,9184983868,284218
20251020,서울 강남구,174215061318,3067066
20251021,강원 춘천시,8831629192,280997
20251021,서울 강남구,163580205861,2796932
20251022,강원 춘천시,8817663166,279591
20251022,서울 강남구,167493122965,2854331
20251023,강원 춘천시,9425089043,277364
20251023,서울 강남구,165638393261,2852707
20251024,강원 춘천시,13135161787,306884
20251024,서울 강남구,208855110622,3194591
20251025,강원 춘천시,11167891816,354882
20251025,서울 강남구,94269075125,2836492
20251026,강원 춘천시,7807120927,273531
20251026,서울 강남구,66041557012,2374233
20251027,강원 춘천시,15492026561,286102
20251027,서울 강남구,271748252313,3475292
20251028,강원 춘천시,23582617722,281934
20251028,서울 강남구,240480053631,2818677
20251029,강원 춘천시,20416921415,281257
20251029,서울 강남구,220029315018,2839543
20251030,강원 춘천시,13917594804,287817
20251030,서울 강남구,253449931149,2863219
20251031,강원 춘천시,14774600253,310704
20251031,서울 강남구,316302963422,3061227
20251101,강원 춘천시,12023942835,333044
20251101,서울 강남구,120132935651,3094938
20251102,강원 춘천시,8639824084,265572
20251102,서울 강남구,80149287582,2541290
20251103,강원 춘천시,9524550980,277318
20251103,서울 강남구,153570635458,2880898
20251104,강원 춘천시,9081462762,272489
20251104,서울 강남구,139975448836,2754801
20251105,강원 춘천시,8665166529,270581
20251105,서울 강남구,148124779208,3058371
20251106,강원 춘천시,8079609700,272889
20251106,서울 강남구,136609118982,2854407
20251107,강원 춘천시,9548214046,298697
20251107,서울 강남구,154740893566,2908135
20251108,강원 춘천시,10520594156,322443
20251108,서울 강남구,88513955779,2810618
20251109,강원 춘천시,7025089187,253473
20251109,서울 강남구,65059440116,2438453
20251110,강원 춘천시,8572659846,284077
20251110,서울 강남구,219871516380,3270810
20251111,강원 춘천시,9136656135,284886
20251111,서울 강남구,158293138055,3017554
20251112,강원 춘천시,9394346455,273280
20251112,서울 강남구,145959706221,2808759
20251113,강원 춘천시,17378627381,277426
20251113,서울 강남구,142671179182,2844099
20251114,강원 춘천시,24435381003,294868
20251114,서울 강남구,186526641499,3059937
20251115,강원 춘천시,11449568912,319732
20251115,서울 강남구,95134081400,2782569
20251116,강원 춘천시,7654248450,258660
20251116,서울 강남구,63364509741,2368978
20251117,강원 춘천시,11123309151,269084
20251117,서울 강남구,168530492293,3162044
20251118,강원 춘천시,8816562659,266581
20251118,서울 강남구,145802929894,2697945
20251119,강원 춘천시,8566417388,264730
20251119,서울 강남구,147754983871,2752392
20251120,강원 춘천시,8547442659,266308
20251120,서울 강남구,188118853218,3090710
20251121,강원 춘천시,11240907887,287289
20251121,서울 강남구,172283497966,2901738
20251122,강원 춘천시,10641022421,314869
20251122,서울 강남구,89145103168,2751893
20251123,강원 춘천시,7026943754,238486
20251123,서울 강남구,63010930163,2330663
20251124,강원 춘천시,9497324796,275907
20251124,서울 강남구,200638902170,3047904
20251125,강원 춘천시,17306136875,257164
20251125,서울 강남구,276945130272,3294048
20251126,강원 춘천시,16605034313,273375
20251126,서울 강남구,253376305868,2813335
20251127,강원 춘천시,22358964522,253567
20251127,서울 강남구,245382561699,2766866
20251128,강원 춘천시,22390597387,292571
20251128,서울 강남구,318518719481,3051574
20251129,강원 춘천시,11352989171,306503
20251129,서울 강남구,98438762528,2756682
20251130,강원 춘천시,7963929208,254362
20251130,서울 강남구,76774615273,2512237
20251201,강원 춘천시,9435276985,268248
20251201,서울 강남구,228211933168,3058181
20251202,강원 춘천시,8121181203,257705
20251202,서울 강남구,158007041800,2771815
20251203,강원 춘천시,7690298946,248506
20251203,서울 강남구,141652767868,2685468
20251204,강원 춘천시,8236377003,251194
20251204,서울 강남구,133517595277,2807687
20251205,강원 춘천시,8935390856,270519
20251205,서울 강남구,146090683599,2787353
20251206,강원 춘천시,9918805608,292651
20251206,서울 강남구,89181733865,2665631
20251207,강원 춘천시,7371215115,243665
20251207,서울 강남구,62598784597,2348271
20251208,강원 춘천시,8204107266,260870
20251208,서울 강남구,142930190845,2708701
20251209,강원 춘천시,7766604234,256325
20251209,서울 강남구,146991828882,2683038
20251210,강원 춘천시,8799471667,257450
20251210,서울 강남구,217687375794,3104349
20251211,강원 춘천시,10699162580,258615
20251211,서울 강남구,138554448793,2707914
20251212,강원 춘천시,13942028909,281335
20251212,서울 강남구,175946664396,2933543
20251213,강원 춘천시,9266849304,267317
20251213,서울 강남구,91838963674,2521027
20251214,강원 춘천시,6445216550,227058
20251214,서울 강남구,69033595947,2366948
20251215,강원 춘천시,27091891056,261182
20251215,서울 강남구,230283313385,3527930
20251216,강원 춘천시,9140773768,245374
20251216,서울 강남구,150126872620,2680672
20251217,강원 춘천시,8170604709,259269
20251217,서울 강남구,148750248743,2878299
20251218,강원 춘천시,8192268420,259151
20251218,서울 강남구,159839722590,2910692
20251219,강원 춘천시,9145443393,280510
20251219,서울 강남구,180060878643,2999933
20251220,강원 춘천시,9682242185,287691
20251220,서울 강남구,99961532262,2797345
20251221,강원 춘천시,7307324926,239027
20251221,서울 강남구,71552051141,2474734
20251222,강원 춘천시,8729158121,255146
20251222,서울 강남구,204734674817,3244436
20251223,강원 춘천시,9518181480,228434
20251223,서울 강남구,200722922170,2877531
20251224,강원 춘천시,14695020955,278750
20251224,서울 강남구,212758180949,3453236
20251225,강원 춘천시,8279894043,265360
20251225,서울 강남구,74518177049,2608076
20251226,강원 춘천시,18665613149,274466
20251226,서울 강남구,243838051052,3407999
20251227,강원 춘천시,10056295828,277238
20251227,서울 강남구,96484590647,2734274
20251228,강원 춘천시,6383633301,218635
20251228,서울 강남구,65342651039,2356024
20251229,강원 춘천시,19053501101,262736
20251229,서울 강남구,522851872993,3007052
20251230,강원 춘천시,24077817046,263267
20251230,서울 강남구,241891301966,2932478
20251231,강원 춘천시,14259161580,293162
20251231,서울 강남구,210943064801,3090974
