region,s1_all_amt,s1_all_cnt,date,s1_cons_amt,s1_cons_cnt,s2_amt,s2_cnt,s2_local_amt,s2_unknown_amt,s2_visitor_amt,s2_local_cnt,s2_unknown_cnt,s2_visitor_cnt,s2c_amt,s2c_cnt,s2c_local_amt,s2c_unknown_amt,s2c_visitor_amt,s2c_local_cnt,s2c_unknown_cnt,s2c_visitor_cnt,month,weekday,is_weekend,is_holiday,sk_flow_baseline,temp_mean,temp_max,temp_min,precip_sum,precip_max_1h,rain_hours,wind_max,wind_mean,humidity_mean,n_hours,heat_day,tropical_night,cold_day,rain_day,heavy_rain_day
강원 춘천시,11873422637,301020,2025-07-11,10243190586,285397,10243190560,285266,8755808862,5430129,1481951569,243632,192,41442,8621746076,278212,7224533994,5422504,1391789578,237655,187,40370,202507,4,False,False,1885613.34,26.704166666666666,33.5,19.8,0.0,0.0,0,5.0,3.108333333333333,56.583333333333336,24,True,False,False,False,False
강원 춘천시,11089861780,328012,2025-07-12,10022636555,319531,10022636581,319337,7758059282,9864710,2254712589,253751,235,65351,9715586046,312356,7545499487,9864710,2160221849,248367,235,63754,202507,5,True,False,1837954.5,27.191666666666666,35.1,19.8,0.0,0.0,0,3.1,1.9041666666666668,57.791666666666664,24,True,False,False,False,False
강원 춘천시,7232732423,238689,2025-07-13,6555581876,233053,6555581892,232899,4878901771,4939120,1671741001,183931,90,48878,6437257341,227531,4818114240,4808411,1614334690,179902,85,47544,202507,6,True,False,1644324.31,24.900000000000002,30.4,20.6,0.4,0.2,2,2.7,1.0958333333333334,78.66666666666667,24,False,False,False,False,False
강원 춘천시,21742685148,257967,2025-07-14,19997647419,245146,19997647444,245026,13296249476,4055493,6697342475,209787,132,35107,7457928040,237993,6306475602,4055493,1147396945,204148,132,33713,202507,0,False,False,1810625.62,21.72083333333333,23.8,20.3,18.5,4.0,15,2.4,1.0083333333333333,89.08333333333333,24,False,False,False,True,False
강원 춘천시,23809163981,264517,2025-07-15,22283092170,249898,22283092202,249769,18202777167,10671347,4069643688,214211,154,35404,7939048396,243258,6784376298,10322791,1144349307,208749,143,34366,202507,1,False,False,1810564.42,22.47083333333333,26.0,20.1,30.500000000000004,18.6,6,3.2,1.2333333333333334,85.54166666666667,24,False,False,False,True,True
강원 춘천시,10019414303,241045,2025-07-16,8401039758,227793,8401039764,227669,7254895411,4648253,1141496100,196566,161,30942,7538383681,222500,6451893115,4648253,1081842313,192249,161,30090,202507,2,False,False,1807389.46,22.212500000000002,24.9,20.9,55.199999999999996,20.9,13,2.4,0.9375,90.625,24,False,False,False,True,True
강원 춘천시,8639045319,240774,2025-07-17,7147164600,226880,7147164607,226762,6296350868,5391825,845421914,198463,153,28146,6905900385,222197,6117279796,5391825,783228764,194515,153,27529,202507,3,False,False,1799173.75,21.879166666666666,23.2,20.9,42.1,9.1,17,3.0,1.1541666666666666,93.375,24,False,False,False,True,True
강원 춘천시,11455302697,285669,2025-07-18,9558071307,271268,9558071291,271141,8191956606,8363973,1357750712,234060,226,36855,8544684038,265542,7240705042,8102556,1295876440,229261,221,36060,202507,4,False,False,1885613.34,23.537499999999998,26.2,21.5,18.6,8.6,10,2.1,0.6625,91.25,24,False,False,False,True,False
강원 춘천시,10198063023,298334,2025-07-19,9345938068,290656,9345938072,290480,7536100789,7179366,1802657917,237568,240,52672,9215902293,284378,7456432644,7179366,1752290283,232929,240,51209,202507,5,True,False,1837954.5,23.125,24.8,21.7,23.0,5.6,14,1.8,0.5708333333333333,93.20833333333333,24,False,False,False,True,False
강원 춘천시,7995762876,256964,2025-07-20,7441507858,250439,7441507871,250288,5810875723,6008214,1624623934,202768,185,47335,7331044134,245164,5745440262,6008214,1579595658,199157,185,45822,202507,6,True,False,1644324.31,26.566666666666666,32.0,23.0,94.7,44.4,8,3.6,1.2625,82.04166666666667,24,False,False,False,True,True
강원 춘천시,9663881228,275802,2025-07-21,8270719675,262767,8270719671,262646,7094707993,5261410,1170750268,226230,115,36301,7809016690,256035,6686599830,5261410,1117155450,220608,115,35312,202507,0,False,False,1810625.62,27.47083333333333,32.3,23.3,0.0,0.0,0,2.9,1.3208333333333333,78.25,24,False,False,False,False,False
강원 춘천시,11153209879,277920,2025-07-22,9076268420,262355,9076268411,262203,7285265766,13447177,1777555468,223727,124,38352,7920277083,255831,6778358144,13447177,1128471762,218708,124,36999,202507,1,False,False,1810564.42,28.104166666666668,33.0,24.2,0.0,0.0,0,3.0,1.4749999999999999,74.16666666666667,24,True,False,False,False,False
강원 춘천시,11789856334,282342,2025-07-23,10042641530,267070,10042641515,266975,7679906569,14245825,2348489121,228106,144,38725,7977508907,261369,6704237560,14245825,1259025522,223552,144,37673,202507,2,False,False,1807389.46,27.34583333333333,33.6,22.2,0.0,0.0,0,2.6,1.425,76.125,24,True,False,False,False,False
강원 춘천시,13057269327,289228,2025-07-24,11282704162,273663,11282704158,273565,9136314550,8462016,2137927592,233778,136,39651,8037904710,267230,6900199156,8462016,1129243538,228834,136,38260,202507,3,False,False,1799173.75,28.025000000000002,34.5,23.2,0.0,0.0,0,2.5,1.2291666666666667,75.0,24,True,False,False,False,False
강원 춘천시,17417778280,316848,2025-07-25,15662064154,301584,15662064147,301404,12016869205,8912926,3636282016,254962,171,46271,9484069300,294209,7927344434,8912926,1547811940,249364,171,44674,202507,4,False,False,1885613.34,28.616666666666664,36.5,23.0,0.0,0.0,0,2.6,1.5041666666666667,70.83333333333333,24,True,False,False,False,False
강원 춘천시,12362227656,340366,2025-07-26,11338054047,332122,11338054063,331966,8593223746,9266204,2735564113,261974,262,69730,10512245716,325218,8202850970,9266204,2300128542,256907,262,68049,202507,5,True,False,1837954.5,29.429166666666664,36.3,23.6,0.0,0.0,0,2.5,1.5083333333333335,70.70833333333333,24,True,False,False,False,False
강원 춘천시,8197051475,266554,2025-07-27,7586543623,261187,7586543616,260993,5588247210,4114756,1994181650,202113,150,58730,7468195847,255529,5541174524,4114756,1922906567,198187,150,57192,202507,6,True,False,1644324.31,29.758333333333336,36.4,24.1,0.0,0.0,0,3.1,1.6458333333333333,70.25,24,True,False,False,False,False
강원 춘천시,17530294437,305992,2025-07-28,16061175287,292863,16061175290,292710,13078021792,5580721,2977572777,241043,163,51504,9056489241,285414,7408652228,5351981,1642485032,235324,158,49932,202507,0,False,False,1810625.62,29.933333333333334,36.3,24.1,0.0,0.0,0,2.5,1.5541666666666665,71.25,24,True,False,False,False,False
강원 춘천시,24645709973,301545,2025-07-29,22928070553,286921,22928070580,286769,17442113205,8169412,5477787963,235866,187,50716,8747081639,279990,7156623035,8169412,1582289192,230602,187,49201,202507,1,False,False,1810564.42,29.895833333333332,36.9,23.6,0.0,0.0,0,2.7,1.6458333333333333,68.25,24,True,False,False,False,False
강원 춘천시,16762160906,304351,2025-07-30,14342252367,289737,14342252384,289553,11959777192,8162946,2374312246,236562,217,52774,8766679789,282592,7163225389,8162946,1595291454,231299,217,51076,202507,2,False,False,1807389.46,29.3625,35.2,24.7,0.0,0.0,0,2.5,1.5,73.125,24,True,False,False,False,False
강원 춘천시,14864707058,306676,2025-07-31,12763811139,292004,12763811159,291852,9587625012,12426490,3163759657,235822,127,55903,9202747901,285544,7339724429,12426490,1850596982,230883,127,54534,202507,3,False,False,1799173.75,28.804166666666664,33.5,25.5,0.0,0.0,0,2.9,1.3375000000000001,71.95833333333333,24,True,True,False,False,False
강원 춘천시,12608339628,318548,2025-08-01,10619453673,303587,10619453663,303414,8540846145,1760334,2076847184,241978,56,61380,9981766809,297365,7939882347,1760334,2040124128,237316,56,59993,202508,4,False,False,1949203.01,28.808333333333334,35.2,24.3,0.0,0.0,0,2.8,1.4291666666666665,71.08333333333333,24,True,False,False,False,False
강원 춘천시,11546086245,331605,2025-08-02,10505407338,323574,10505407312,323393,7990412711,7085485,2507909116,247527,211,75655,10356799208,316754,7888523462,6896667,2461379079,242686,200,73868,202508,5,True,False,1921142.39,29.02916666666667,34.8,24.4,0.0,0.0,0,2.3,1.5125,71.5,24,True,False,False,False,False
강원 춘천시,7916231951,256908,2025-08-03,7421852618,251155,7421852631,251026,5555196093,6052001,1860604537,193861,117,57048,7336420837,245860,5514411697,6052001,1815957139,189854,117,55889,202508,6,True,False,1714743.27,27.1375,32.3,23.0,1.4,0.4,5,2.3,1.2,80.375,24,False,False,False,True,False
강원 춘천시,11113146618,289154,2025-08-04,9244721062,275470,9244721037,275289,7345033897,5087147,1894599993,230125,149,45015,8478073379,269383,7042264271,5087147,1430721961,225448,149,43786,202508,0,False,False,1879036.28,26.837500000000002,32.9,21.8,7.7,3.8,7,3.1,1.5458333333333334,79.29166666666667,24,False,False,False,True,False
강원 춘천시,10807457713,287921,2025-08-05,9037090859,272998,9037090869,272865,7546191918,21697432,1469201519,226661,180,46024,8292428722,266156,6920696503,21697432,1350034787,221280,180,44696,202508,1,False,False,1876630.41,28.308333333333334,33.3,25.1,0.0,0.0,0,3.2,1.5374999999999999,74.54166666666667,24,True,True,False,False,False
강원 춘천시,8562936151,245737,2025-08-06,7155281292,233009,7155281302,232874,6091558295,4560099,1059162908,198686,158,34030,6919436592,228007,5979588817,4560099,935287676,194720,158,33129,202508,2,False,False,1827870.77,24.854166666666668,26.7,23.2,70.9,25.6,11,2.7,0.9833333333333334,90.79166666666667,24,False,False,False,True,True
강원 춘천시,10316975758,286324,2025-08-07,8841081081,271222,8841081049,271068,7198749595,11590664,1630740790,227945,166,42957,8449794236,264854,6981214780,11590664,1456988792,222774,166,41914,202508,3,False,False,1883685.07,26.77916666666667,32.1,22.5,0.0,0.0,0,2.7,1.1125,72.45833333333333,24,False,False,False,False,False
강원 춘천시,10964224428,307728,2025-08-08,9305884961,292559,9305884958,292408,7813045050,10267498,1482572410,244718,226,47464,8930808586,285540,7473965996,10159602,1446682988,239188,221,46131,202508,4,False,False,1949203.01,26.329166666666666,32.2,21.4,0.0,0.0,0,2.7,1.3958333333333333,73.875,24,False,False,False,False,False
강원 춘천시,11078301248,323187,2025-08-09,10041424696,314878,10041424700,314697,7725753855,24828874,2290841971,248525,232,65940,9876740016,307346,7595628797,24828874,2256282345,243178,232,63936,202508,5,True,False,1921142.39,24.175,26.6,20.2,0.0,0.0,0,2.4,1.0541666666666667,80.33333333333333,24,False,False,False,False,False
강원 춘천시,7274307216,257652,2025-08-10,6728358492,251644,6728358483,251514,5058187282,6615989,1663555212,196194,112,55208,6630248357,245500,5006213824,6437421,1617597112,191763,107,53630,202508,6,True,False,1714743.27,25.354166666666668,32.7,19.0,0.0,0.0,0,2.9,1.5833333333333333,72.58333333333333,24,False,False,False,False,False
강원 춘천시,11148811799,284187,2025-08-11,9289874411,269978,9289874397,269818,7478338327,8973881,1802562189,226828,190,42800,8050896842,264239,6693210135,8941512,1348745195,222358,185,41696,202508,0,False,False,1879036.28,24.833333333333332,28.6,21.8,0.0,0.0,0,2.4,1.2083333333333333,80.20833333333333,24,False,False,False,False,False
강원 춘천시,15738026952,285365,2025-08-12,13867372305,269538,13867372250,269405,11765067453,6458705,2095846092,225690,172,43543,8073824317,262969,6706474493,6458705,1360891119,220607,172,42190,202508,1,False,False,1876630.41,26.929166666666664,33.7,21.8,0.0,0.0,0,2.5,1.2125000000000001,71.79166666666667,24,True,False,False,False,False
강원 춘천시,17093408853,235254,2025-08-13,15532386971,221726,15532386983,221613,10933934984,5054423,4593397576,189608,98,31907,6579236563,215944,5634989628,5054423,939192512,184878,98,30968,202508,2,False,False,1827870.77,22.8125,24.1,21.1,65.1,12.0,16,2.4,0.9458333333333333,91.08333333333333,24,False,False,False,True,True
강원 춘천시,23153014566,294282,2025-08-14,21688954435,279584,21688954441,279417,16676794444,3379728,5008780269,235716,98,43603,8156423622,272101,6764683276,3379728,1388360618,229654,98,42349,202508,3,False,False,1883685.07,25.254166666666666,28.3,23.2,41.6,13.7,9,2.5,1.1416666666666666,88.125,24,False,False,False,True,True
강원 춘천시,14819658016,319523,2025-08-15,13934094274,310331,13934094336,310170,9435658333,5132100,4493303903,228338,170,81662,9499836736,302978,6862928688,5045783,2631862265,223450,160,79368,202508,4,False,True,1949203.01,27.037499999999998,32.3,22.9,0.0,0.0,0,2.7,1.1958333333333333,77.95833333333333,24,False,False,False,False,False
강원 춘천시,11123959764,330719,2025-08-16,10475633723,322682,10475633701,322486,7520589427,3106598,2951937676,233887,109,88490,9886449108,315327,7009704341,3106598,2873638169,229014,109,86204,202508,5,True,False,1921142.39,27.316666666666666,32.6,22.9,0.0,0.0,0,3.1,1.3333333333333333,75.95833333333333,24,False,False,False,False,False
강원 춘천시,7738545169,260920,2025-08-17,7052513175,254438,7052513206,254296,5403554453,4602256,1644356497,199463,143,54690,6921301593,248966,5310681923,4494360,1606125310,195684,138,53144,202508,6,True,False,1714743.27,26.266666666666666,30.8,22.5,0.0,0.0,0,2.8,1.2416666666666667,80.95833333333333,24,False,False,False,False,False
강원 춘천시,10554817336,281456,2025-08-18,8663023312,266254,8663023302,266117,7194663550,7176532,1461183220,227319,190,38608,8057313724,259863,6830184784,7014688,1220114252,222427,179,37257,202508,0,False,False,1879036.28,27.454166666666666,32.5,23.9,0.7,0.5,2,3.5,1.4166666666666667,76.33333333333333,24,False,False,False,False,False
강원 춘천시,10543263964,277747,2025-08-19,8669267251,261994,8669267236,261877,7404385538,5487184,1259394514,223381,124,38372,8137458448,255678,6909291066,5487184,1222680198,218212,124,37342,202508,1,False,False,1876630.41,27.791666666666668,32.4,23.3,0.0,0.0,0,3.9,1.5999999999999999,74.45833333333333,24,False,False,False,False,False
강원 춘천시,10655463522,276322,2025-08-20,8691509888,260241,8691509886,260104,7374553959,7318472,1309637455,223218,186,36700,7890464716,253248,6684122080,7318472,1199024164,217727,186,35335,202508,2,False,False,1827870.77,27.554166666666664,32.9,23.5,8.6,7.7,3,2.9,1.175,78.16666666666667,24,False,False,False,True,False
강원 춘천시,10248980626,275115,2025-08-21,8280925673,259314,8280925677,259199,6994449928,3775871,1282699878,222672,146,36381,7924403360,251657,6826551789,3775871,1094075700,216163,146,35348,202508,3,False,False,1883685.07,27.599999999999998,33.0,23.4,0.0,0.0,0,3.5,1.0791666666666668,79.5,24,True,False,False,False,False
강원 춘천시,12793382208,306905,2025-08-22,10770492469,291326,10770492462,291202,9191265730,5361109,1573865623,249136,206,41860,8841748325,283449,7490008698,5280187,1346459440,242737,201,40511,202508,4,False,False,1949203.01,28.433333333333334,33.5,24.8,0.0,0.0,0,3.1,1.5916666666666668,74.625,24,True,False,False,False,False
강원 춘천시,11314111178,330171,2025-08-23,10370793411,321214,10370793418,321050,7851008972,8079258,2511705188,256408,265,64377,9831985866,312485,7646014615,8079258,2177891993,249968,265,62252,202508,5,True,False,1921142.39,26.7375,30.5,23.0,0.0,0.0,0,1.7,0.8166666666666668,82.95833333333333,24,False,False,False,False,False
강원 춘천시,7390585267,250957,2025-08-24,6637051564,244741,6637051567,244615,5087082027,2793944,1547175596,193870,115,50630,6548794599,238050,5044937065,2793944,1501063590,188653,115,49282,202508,6,True,False,1714743.27,28.27916666666667,34.0,24.8,0.0,0.0,0,2.6,1.2375,79.45833333333333,24,True,False,False,False,False
강원 춘천시,11892195301,279520,2025-08-25,10229770554,265210,10229770561,265045,7937003703,7187563,2285579295,225852,169,39024,7970045700,258010,6730792658,7020324,1232232718,220296,164,37550,202508,0,False,False,1879036.28,28.1125,32.2,24.0,0.4,0.4,1,3.7,1.6291666666666667,77.875,24,False,False,False,False,False
강원 춘천시,20541692917,270658,2025-08-26,18694147627,254711,18694147634,254587,14676001814,4238815,4013907005,217644,180,36763,8166584959,246756,6507328811,4238815,1655017333,211620,180,34956,202508,1,False,False,1876630.41,26.825,31.6,23.7,46.2,27.3,10,2.9,1.55,81.91666666666667,24,False,False,False,True,True
강원 춘천시,23148132005,286166,2025-08-27,21169176755,269057,21169176762,268922,16351005519,15058155,4803113088,229138,140,39644,8735977439,261002,7027327240,15058155,1693592044,222734,140,38128,202508,2,False,False,1827870.77,26.558333333333334,31.5,22.8,0.0,0.0,0,2.3,1.1333333333333333,73.83333333333333,24,False,False,False,False,False
강원 춘천시,19298953851,284634,2025-08-28,17002180418,269013,17002180422,268884,13003052674,6973344,3992154404,229218,225,39441,8361294381,261566,6774561229,6973344,1579759808,223106,225,38235,202508,3,False,False,1883685.07,26.241666666666664,29.8,23.1,0.0,0.0,0,2.5,1.0166666666666666,80.16666666666667,24,False,False,False,False,False
강원 춘천시,21426242544,311038,2025-08-29,19113143065,294568,19113143056,294430,12826543230,10961302,6275638524,248540,246,45644,9643053730,283878,7978440147,10961302,1653652281,240175,246,43457,202508,4,False,False,1949203.01,28.400000000000002,33.0,25.8,0.6000000000000001,0.4,2,4.1,2.15,76.45833333333333,24,True,True,False,False,False
강원 춘천시,11906355023,336120,2025-08-30,10737073505,327267,10737073492,327077,8369083835,39086482,2328903175,258647,243,68187,10405932192,315274,8113900290,39010955,2253020947,249527,211,65536,202508,5,True,False,1921142.39,26.879166666666666,32.0,24.3,3.9000000000000004,3.7,2,2.3,1.2166666666666666,83.58333333333333,24,False,False,False,True,False
강원 춘천시,8102042409,268780,2025-08-31,7422092561,262395,7422092561,262263,5549846424,4490025,1867756112,207870,163,54230,7194646523,251920,5499373165,4484630,1690788728,199461,158,52301,202508,6,True,False,1714743.27,26.349999999999998,31.7,24.1,5.8,4.6,2,2.3,0.8458333333333333,84.58333333333333,24,False,False,False,True,False
강원 춘천시,11121900855,277047,2025-09-01,8890663122,263059,8890663079,262942,7425163706,3707730,1461791643,219357,123,43462,7665551172,255122,6700539996,3707730,961303446,212819,123,42180,202509,0,False,False,1988340.99,24.979166666666668,27.3,22.9,54.4,25.5,9,2.7,1.3041666666666667,89.125,24,False,False,False,True,True
강원 춘천시,10104805897,304945,2025-09-02,8435038532,288907,8435038506,288757,6992121188,9250451,1433666867,238640,146,49971,8168928585,277558,6845481491,6784530,1316662564,229491,141,47926,202509,1,False,False,2012563.58,25.166666666666668,30.2,21.9,0.0,0.0,0,2.3,1.0583333333333333,77.04166666666667,24,False,False,False,False,False
강원 춘천시,10654167845,299470,2025-09-03,8506024605,282359,8506024599,282187,7216410011,7666968,1281947620,233575,163,48449,8015773601,272400,6775283729,7666968,1232822904,225859,163,46378,202509,2,False,False,1977886.59,25.691666666666666,32.4,20.8,0.0,0.0,0,2.7,1.2833333333333334,75.75,24,False,False,False,False,False
강원 춘천시,10108161309,290044,2025-09-04,8132062018,273929,8132062025,273802,6876946499,4123303,1250992223,229197,116,44489,7662896563,264750,6508431123,4123303,1150342137,221778,116,42856,202509,3,False,False,2017866.58,23.95,27.7,21.5,30.0,7.8,9,2.8,1.6208333333333333,82.875,24,False,False,False,True,True
강원 춘천시,12268304427,319472,2025-09-05,9392120694,302108,9392120698,301946,7838001284,5895040,1548224374,255495,181,46270,9205647578,291389,7730959258,5895040,1468793280,246663,181,44545,202509,4,False,False,2010545.78,25.829166666666666,32.7,19.9,0.0,0.0,0,2.5,1.2874999999999999,74.79166666666667,24,False,False,False,False,False
강원 춘천시,11455571256,297965,2025-09-06,9518244744,288508,9518244762,288305,7530785921,8667659,1978791182,232568,167,55570,9373521663,276471,7454806750,8667659,1910047254,222956,167,53348,202509,5,True,False,1923253.06,24.879166666666666,28.6,23.1,45.3,26.5,10,4.5,1.1875,90.125,24,False,False,False,True,True
강원 춘천시,8152212670,274478,2025-09-07,7317553393,267267,7317553410,267082,5630181227,7235842,1680136341,213304,162,53616,7178426718,257333,5555728175,7235842,1615462701,205840,162,51331,202509,6,True,False,1757375.14,25.254166666666666,29.9,18.9,5.1,3.9,4,3.1,1.7750000000000001,76.41666666666667,24,False,False,False,True,False
강원 춘천시,10341880511,297063,2025-09-08,8411297557,281893,8411297530,281766,6921013451,3304352,1486979727,232796,114,48856,8071331166,271379,6776761156,3024881,1291545129,224487,109,46783,202509,0,False,False,1988340.99,22.766666666666666,29.0,18.3,0.0,0.0,0,2.0,0.9874999999999999,78.04166666666667,24,False,False,False,False,False
강원 춘천시,9981493349,295096,2025-09-09,7847916840,278584,7847916845,278440,6361497561,4258181,1482161103,229992,123,48325,7573668786,269415,6258548074,4175984,1310944728,222510,118,46787,202509,1,False,False,2012563.58,21.787499999999998,25.2,18.5,0.0,0.0,0,2.7,1.1500000000000001,81.95833333333333,24,False,False,False,False,False
강원 춘천시,11750097976,299086,2025-09-10,9430684228,281545,9430684175,281400,8122083350,7638926,1300961899,233338,139,47923,7555990180,271965,6421337687,7638926,1127013567,225891,139,45935,202509,2,False,False,1977886.59,21.849999999999998,31.1,15.8,0.0,0.0,0,2.4,1.325,70.41666666666667,24,False,False,False,False,False
강원 춘천시,10794109690,301619,2025-09-11,8838537177,284890,8838537179,284762,7218860454,8306646,1611370079,234676,169,49917,7610351559,275551,6241339269,8306646,1360705644,227521,169,47861,202509,3,False,False,2017866.58,22.833333333333332,30.7,15.9,0.0,0.0,0,3.5,2.1458333333333335,67.33333333333333,24,False,False,False,False,False
강원 춘천시,15616919516,304698,2025-09-12,13964490014,287774,13964489984,287617,11746003381,10393432,2208093171,240788,101,46728,8732472124,277445,7201032702,10393432,1521045990,232288,101,45056,202509,4,False,False,2010545.78,22.15416666666667,27.2,18.6,8.7,5.9,6,2.9,1.3625,79.16666666666667,24,False,False,False,True,False
강원 춘천시,11725522309,326522,2025-09-13,10652378790,318440,10652378750,318206,8300124847,5132901,2347121002,256510,178,61518,9844842977,304564,7913771730,4935627,1926135620,246178,168,58218,202509,5,True,False,1923253.06,21.650000000000002,25.3,19.5,66.39999999999999,17.4,10,2.9,2.1625,83.33333333333333,24,False,False,False,True,True
강원 춘천시,8280317322,270808,2025-09-14,7264205224,264031,7264205235,263850,5317663703,8639070,1937902462,206252,196,57402,7070549036,253522,5258066679,8431043,1804051314,198395,184,54943,202509,6,True,False,1757375.14,22.741666666666664,28.2,19.1,0.0,0.0,0,2.9,1.1458333333333333,79.375,24,False,False,False,False,False
강원 춘천시,30153339401,302958,2025-09-15,27631989516,286638,27631989525,286509,22283954024,3720799,5344314702,237630,134,48745,8494141400,276656,7162744871,3720799,1327675730,229521,134,47001,202509,0,False,False,1988340.99,22.90416666666667,29.3,18.9,0.0,0.0,0,1.9,0.9833333333333334,81.04166666666667,24,False,False,False,False,False
강원 춘천시,13593079225,282013,2025-09-16,11226172104,265334,11226172118,265173,6939248993,3222033,4283701092,219333,123,45717,7689498624,256352,6487592649,3139836,1198766139,212652,118,43582,202509,1,False,False,2012563.58,22.087500000000002,25.0,19.6,14.6,13.6,4,3.6,0.8916666666666666,90.25,24,False,False,False,True,False
강원 춘천시,9381943645,259035,2025-09-17,7602155425,244707,7602155408,244583,6567388038,4687962,1030079408,205011,126,39446,7130431077,238055,6187191155,4687962,938551960,199448,126,38481,202509,2,False,False,1977886.59,21.179166666666667,22.9,19.4,60.8,21.9,8,2.9,0.8833333333333333,92.91666666666667,24,False,False,False,True,True
강원 춘천시,10126915225,300345,2025-09-18,8115042615,283168,8115042605,283022,6669572052,4987523,1440483030,234645,198,48179,7910573534,274636,6552293706,4974097,1353305731,228266,187,46183,202509,3,False,False,2017866.58,19.9875,24.6,16.3,0.0,0.0,0,4.1,2.2916666666666665,76.91666666666667,24,False,False,False,False,False
강원 춘천시,11722155572,293685,2025-09-19,9520842829,277539,9520842795,277374,7973642253,9277501,1537923041,233999,159,43216,8592632682,269799,7159919942,9277501,1423435239,227849,159,41791,202509,4,False,False,2010545.78,18.0125,22.0,15.5,11.5,2.9,11,3.1,1.3499999999999999,86.375,24,False,False,False,True,False
강원 춘천시,12003055379,326134,2025-09-20,10601025794,317110,10601025793,316903,8153222239,8491630,2439311924,253247,170,63486,10322981519,304211,8069280115,8491630,2245209774,243141,170,60900,202509,5,True,False,1923253.06,18.3875,22.1,16.4,41.0,9.8,11,2.5,1.2958333333333334,88.625,24,False,False,False,True,True
