TA_YMD,MCT_SGG_CD,visitor_type,TS_AT,USE_CNT
20250714,서울 강남구,정보없음,20628786,981
20250714,서울 강남구,지역주민,32711993857,968940
20250715,강원 춘천시,외부방문객,1144349307,34366
20250715,강원 춘천시,정보없음,10322791,143
20250715,강원 춘천시,지역주민,6784376298,208749
20250715,서울 강남구,외부방문객,56354678985,1439900
20250715,서울 강남구,정보없음,101682077,1290
20250715,서울 강남구,지역주민,39853018415,1020315
20250716,강원 춘천시,외부방문객,1081842313,30090
20250716,강원 춘천시,정보없음,4648253,161
20250716,강원 춘천시,지역주민,6451893115,192249
20250716,서울 강남구,외부방문객,34288022365,1103392
20250716,서울 강남구,정보없음,53325194,1087
20250716,서울 강남구,지역주민,34657183152,893282
20250717,강원 춘천시,외부방문객,783228764,27529
20250717,강원 춘천시,정보없음,5391825,153
20250717,강원 춘천시,지역주민,6117279796,194515
20250717,서울 강남구,외부방문객,33004168978,1132105
20250717,서울 강남구,정보없음,55495313,1100
20250717,서울 강남구,지역주민,32441641264,919710
20250718,강원 춘천시,외부방문객,1295876440,36060
20250718,강원 춘천시,정보없음,8102556,221
20250718,강원 춘천시,지역주민,7240705042,229261
20250718,서울 강남구,외부방문객,36067307984,1207822
20250718,서울 강남구,정보없음,72999595,1316
20250718,서울 강남구,지역주민,36705523860,1029772
20250719,강원 춘천시,외부방문객,1752290283,51209
20250719,강원 춘천시,정보없음,7179366,240
20250719,강원 춘천시,지역주민,7456432644,232929
20250719,서울 강남구,외부방문객,33271962462,1217553
20250719,서울 강남구,정보없음,26807771,991
20250719,서울 강남구,지역주민,33727859760,902911
20250720,강원 춘천시,외부방문객,1579595658,45822
20250720,강원 춘천시,정보없음,6008214,185
20250720,강원 춘천시,지역주민,5745440262,199157
20250720,서울 강남구,외부방문객,24971580898,1159885
20250720,서울 강남구,정보없음,25781552,1236
20250720,서울 강남구,지역주민,22417252574,783552
20250721,강원 춘천시,외부방문객,1117155450,35312
20250721,강원 춘천시,정보없음,5261410,115
20250721,강원 춘천시,지역주민,6686599830,220608
20250721,서울 강남구,외부방문객,48601501147,1412669
20250721,서울 강남구,정보없음,36532851,1249
20250721,서울 강남구,지역주민,37064704977,1039386
20250722,강원 춘천시,외부방문객,1128471762,36999
20250722,강원 춘천시,정보없음,13447177,124
20250722,강원 춘천시,지역주민,6778358144,218708
20250722,서울 강남구,외부방문객,38292485058,1191610
20250722,서울 강남구,정보없음,24664262,1159
20250722,서울 강남구,지역주민,37117893791,1020960
20250723,강원 춘천시,외부방문객,1259025522,37673
20250723,강원 춘천시,정보없음,14245825,144
20250723,강원 춘천시,지역주민,6704237560,223552
20250723,서울 강남구,외부방문객,36122164560,1216139
20250723,서울 강남구,정보없음,53127145,1388
20250723,서울 강남구,지역주민,37363229037,1019566
20250724,강원 춘천시,외부방문객,1129243538,38260
20250724,강원 춘천시,정보없음,8462016,136
20250724,강원 춘천시,지역주민,6900199156,228834
20250724,서울 강남구,외부방문객,48860412011,1439578
20250724,서울 강남구,정보없음,51147227,1512
20250724,서울 강남구,지역주민,40917298592,1086089
20250725,강원 춘천시,외부방문객,1547811940,44674
20250725,강원 춘천시,정보없음,8912926,171
20250725,강원 춘천시,지역주민,7927344434,249364
20250725,서울 강남구,외부방문객,66440453634,1707989
20250725,서울 강남구,정보없음,80754173,1662
20250725,서울 강남구,지역주민,47422201884,1163430
20250726,강원 춘천시,외부방문객,2300128542,68049
20250726,강원 춘천시,정보없음,9266204,262
20250726,강원 춘천시,지역주민,8202850970,256907
20250726,서울 강남구,외부방문객,34428629665,1284601
20250726,서울 강남구,정보없음,29263125,1088
20250726,서울 강남구,지역주민,35759244806,953123
20250727,강원 춘천시,외부방문객,1922906567,57192
20250727,강원 춘천시,정보없음,4114756,150
20250727,강원 춘천시,지역주민,5541174524,198187
20250727,서울 강남구,외부방문객,24414641407,1169575
20250727,서울 강남구,정보없음,16460813,997
20250727,서울 강남구,지역주민,22236051482,768674
20250728,강원 춘천시,외부방문객,1642485032,49932
20250728,강원 춘천시,정보없음,5351981,158
20250728,강원 춘천시,지역주민,7408652228,235324
20250728,서울 강남구,외부방문객,42906207136,1226179
20250728,서울 강남구,정보없음,70029722,1318
20250728,서울 강남구,지역주민,37789450910,1021479
20250729,강원 춘천시,외부방문객,1582289192,49201
20250729,강원 춘천시,정보없음,8169412,187
20250729,강원 춘천시,지역주민,7156623035,230602
20250729,서울 강남구,외부방문객,42404607139,1214015
20250729,서울 강남구,정보없음,38280304,1246
20250729,서울 강남구,지역주민,41583095103,1017634
20250730,강원 춘천시,외부방문객,1595291454,51076
20250730,강원 춘천시,정보없음,8162946,217
20250730,강원 춘천시,지역주민,7163225389,231299
20250730,서울 강남구,외부방문객,39367330124,1238435
20250730,서울 강남구,정보없음,22320369,942
20250730,서울 강남구,지역주민,38932628871,1027005
20250731,강원 춘천시,외부방문객,1850596982,54534
20250731,강원 춘천시,정보없음,12426490,127
20250731,강원 춘천시,지역주민,7339724429,230883
20250731,서울 강남구,외부방문객,48087582923,1325566
20250731,서울 강남구,정보없음,52747657,1316
20250731,서울 강남구,지역주민,39206285828,1059376
20250801,강원 춘천시,외부방문객,2040124128,59993
20250801,강원 춘천시,정보없음,1760334,56
20250801,강원 춘천시,지역주민,7939882347,237316
20250801,서울 강남구,외부방문객,41261337666,1333223
20250801,서울 강남구,정보없음,56323965,1270
20250801,서울 강남구,지역주민,41477622155,1078826
20250802,강원 춘천시,외부방문객,2461379079,73868
20250802,강원 춘천시,정보없음,6896667,200
20250802,강원 춘천시,지역주민,7888523462,242686
20250802,서울 강남구,외부방문객,32930419935,1238208
20250802,서울 강남구,정보없음,52941004,1056
20250802,서울 강남구,지역주민,34198065857,927880
20250803,강원 춘천시,외부방문객,1815957139,55889
20250803,강원 춘천시,정보없음,6052001,117
20250803,강원 춘천시,지역주민,5514411697,189854
20250803,서울 강남구,외부방문객,23018348668,1082210
20250803,서울 강남구,정보없음,18660771,1042
20250803,서울 강남구,지역주민,21945552979,742390
20250804,강원 춘천시,외부방문객,1430721961,43786
20250804,강원 춘천시,정보없음,5087147,149
20250804,강원 춘천시,지역주민,7042264271,225448
20250804,서울 강남구,외부방문객,40494536183,1212238
20250804,서울 강남구,정보없음,28065441,1190
20250804,서울 강남구,지역주민,37193871843,1007006
20250805,강원 춘천시,외부방문객,1350034787,44696
20250805,강원 춘천시,정보없음,21697432,180
20250805,강원 춘천시,지역주민,6920696503,221280
20250805,서울 강남구,외부방문객,37977688914,1236640
20250805,서울 강남구,정보없음,34300749,1233
20250805,서울 강남구,지역주민,36185492843,1023438
20250806,강원 춘천시,외부방문객,935287676,33129
20250806,강원 춘천시,정보없음,4560099,158
20250806,강원 춘천시,지역주민,5979588817,194720
20250806,서울 강남구,외부방문객,33843743733,1143588
20250806,서울 강남구,정보없음,46668705,1203
20250806,서울 강남구,지역주민,32081844197,955980
20250807,강원 춘천시,외부방문객,1456988792,41914
20250807,강원 춘천시,정보없음,11590664,166
20250807,강원 춘천시,지역주민,6981214780,222774
20250807,서울 강남구,외부방문객,34692302553,1234078
20250807,서울 강남구,정보없음,30877329,1130
20250807,서울 강남구,지역주민,33841604074,1029612
20250808,강원 춘천시,외부방문객,1446682988,46131
20250808,강원 춘천시,정보없음,10159602,221
20250808,강원 춘천시,지역주민,7473965996,239188
20250808,서울 강남구,외부방문객,36955790722,1241477
20250808,서울 강남구,정보없음,39792653,851
20250808,서울 강남구,지역주민,36906811388,1064406
20250809,강원 춘천시,외부방문객,2256282345,63936
20250809,강원 춘천시,정보없음,24828874,232
20250809,강원 춘천시,지역주민,7595628797,243178
20250809,서울 강남구,외부방문객,32457666269,1223756
20250809,서울 강남구,정보없음,24341757,949
20250809,서울 강남구,지역주민,33489581313,933353
20250810,강원 춘천시,외부방문객,1617597112,53630
20250810,강원 춘천시,정보없음,6437421,107
20250810,강원 춘천시,지역주민,5006213824,191763
20250810,서울 강남구,외부방문객,23907723448,1115753
20250810,서울 강남구,정보없음,23969767,1041
20250810,서울 강남구,지역주민,21119543465,758836
20250811,강원 춘천시,외부방문객,1348745195,41696
20250811,강원 춘천시,정보없음,8941512,185
20250811,강원 춘천시,지역주민,6693210135,222358
20250811,서울 강남구,외부방문객,50724843475,1367436
20250811,서울 강남구,정보없음,42851494,1112
20250811,서울 강남구,지역주민,36092656660,1035745
20250812,강원 춘천시,외부방문객,1360891119,42190
20250812,강원 춘천시,정보없음,6458705,172
20250812,강원 춘천시,지역주민,6706474493,220607
20250812,서울 강남구,외부방문객,33912451929,1166404
20250812,서울 강남구,정보없음,181321146,1226
20250812,서울 강남구,지역주민,33583988341,1009823
20250813,강원 춘천시,외부방문객,939192512,30968
20250813,강원 춘천시,정보없음,5054423,98
20250813,강원 춘천시,지역주민,5634989628,184878
20250813,서울 강남구,외부방문객,33553470798,1116769
20250813,서울 강남구,정보없음,27009262,942
20250813,서울 강남구,지역주민,30504412323,882757
20250814,강원 춘천시,외부방문객,1388360618,42349
20250814,강원 춘천시,정보없음,3379728,98
20250814,강원 춘천시,지역주민,6764683276,229654
20250814,서울 강남구,외부방문객,41482581610,1377566
20250814,서울 강남구,정보없음,25754818,1207
20250814,서울 강남구,지역주민,37281717801,1048320
20250815,강원 춘천시,외부방문객,2631862265,79368
20250815,강원 춘천시,정보없음,5045783,160
20250815,강원 춘천시,지역주민,6862928688,223450
20250815,서울 강남구,외부방문객,26823980932,1188935
20250815,서울 강남구,정보없음,23723156,1016
20250815,서울 강남구,지역주민,25214171213,818090
20250816,강원 춘천시,외부방문객,2873638169,86204
20250816,강원 춘천시,정보없음,3106598,109
20250816,강원 춘천시,지역주민,7009704341,229014
20250816,서울 강남구,외부방문객,30077056695,1219780
20250816,서울 강남구,정보없음,21804212,962
20250816,서울 강남구,지역주민,29002754065,879052
20250817,강원 춘천시,외부방문객,1606125310,53144
20250817,강원 춘천시,정보없음,4494360,138
20250817,강원 춘천시,지역주민,5310681923,195684
20250817,서울 강남구,외부방문객,22030850107,1096349
20250817,서울 강남구,정보없음,27819681,1014
20250817,서울 강남구,지역주민,20797134664,738586
20250818,강원 춘천시,외부방문객,1220114252,37257
20250818,강원 춘천시,정보없음,7014688,179
20250818,강원 춘천시,지역주민,6830184784,222427
20250818,서울 강남구,외부방문객,51481349852,1432085
20250818,서울 강남구,정보없음,63147913,1483
20250818,서울 강남구,지역주민,35224886973,1003933
20250819,강원 춘천시,외부방문객,1222680198,37342
20250819,강원 춘천시,정보없음,5487184,124
20250819,강원 춘천시,지역주민,6909291066,218212
20250819,서울 강남구,외부방문객,34941302425,1165892
20250819,서울 강남구,정보없음,24500204,1048
20250819,서울 강남구,지역주민,34137476397,991923
20250820,강원 춘천시,외부방문객,1199024164,35335
20250820,강원 춘천시,정보없음,7318472,186
20250820,강원 춘천시,지역주민,6684122080,217727
20250820,서울 강남구,외부방문객,49307413537,1431260
20250820,서울 강남구,정보없음,43734119,1397
20250820,서울 강남구,지역주민,37545910857,1040598
20250821,강원 춘천시,외부방문객,1094075700,35348
20250821,강원 춘천시,정보없음,3775871,146
20250821,강원 춘천시,지역주민,6826551789,216163
20250821,서울 강남구,외부방문객,37134785756,1241392
20250821,서울 강남구,정보없음,76763991,1171
20250821,서울 강남구,지역주민,34862967648,1014487
20250822,강원 춘천시,외부방문객,1346459440,40511
20250822,강원 춘천시,정보없음,5280187,201
20250822,강원 춘천시,지역주민,7490008698,242737
20250822,서울 강남구,외부방문객,37257666705,1242401
20250822,서울 강남구,정보없음,28401643,1083
20250822,서울 강남구,지역주민,41605205245,1054869
20250823,강원 춘천시,외부방문객,2177891993,62252
20250823,강원 춘천시,정보없음,8079258,265
20250823,강원 춘천시,지역주민,7646014615,249968
20250823,서울 강남구,외부방문객,33527264129,1286873
20250823,서울 강남구,정보없음,37634622,1227
20250823,서울 강남구,지역주민,36168717115,947189
20250824,강원 춘천시,외부방문객,1501063590,49282
20250824,강원 춘천시,정보없음,2793944,115
20250824,강원 춘천시,지역주민,5044937065,188653
20250824,서울 강남구,외부방문객,23990507238,1111306
20250824,서울 강남구,정보없음,16278014,1009
20250824,서울 강남구,지역주민,22813604414,746322
20250825,강원 춘천시,외부방문객,1232232718,37550
20250825,강원 춘천시,정보없음,7020324,164
20250825,강원 춘천시,지역주민,6730792658,220296
20250825,서울 강남구,외부방문객,75764991345,1829314
20250825,서울 강남구,정보없음,62161161,1628
20250825,서울 강남구,지역주민,44925702555,1117649
20250826,강원 춘천시,외부방문객,1655017333,34956
20250826,강원 춘천시,정보없음,4238815,180
20250826,강원 춘천시,지역주민,6507328811,211620
20250826,서울 강남구,외부방문객,39518574207,1165691
20250826,서울 강남구,정보없음,33867431,1442
20250826,서울 강남구,지역주민,40449240015,988228
20250827,강원 춘천시,외부방문객,1693592044,38128
20250827,강원 춘천시,정보없음,15058155,140
20250827,강원 춘천시,지역주민,7027327240,222734
20250827,서울 강남구,외부방문객,41703283911,1283268
20250827,서울 강남구,정보없음,50029374,1366
20250827,서울 강남구,지역주민,39377581423,1037777
20250828,강원 춘천시,외부방문객,1579759808,38235
20250828,강원 춘천시,정보없음,6973344,225
20250828,강원 춘천시,지역주민,6774561229,223106
20250828,서울 강남구,외부방문객,40933184509,1224401
20250828,서울 강남구,정보없음,42698897,1201
20250828,서울 강남구,지역주민,38564623954,1024625
20250829,강원 춘천시,외부방문객,1653652281,43457
20250829,강원 춘천시,정보없음,10961302,246
20250829,강원 춘천시,지역주민,7978440147,240175
20250829,서울 강남구,외부방문객,46329011914,1268549
20250829,서울 강남구,정보없음,22970909,1030
20250829,서울 강남구,지역주민,44117945460,1053644
20250830,강원 춘천시,외부방문객,2253020947,65536
20250830,강원 춘천시,정보없음,39010955,211
20250830,강원 춘천시,지역주민,8113900290,249527
20250830,서울 강남구,외부방문객,35129992222,1268947
20250830,서울 강남구,정보없음,34395069,1121
20250830,서울 강남구,지역주민,37088320011,940659
20250831,강원 춘천시,외부방문객,1690788728,52301
20250831,강원 춘천시,정보없음,4484630,158
20250831,강원 춘천시,지역주민,5499373165,199461
20250831,서울 강남구,외부방문객,25806044109,1167852
20250831,서울 강남구,정보없음,20157152,1119
20250831,서울 강남구,지역주민,23690429529,792309
20250901,강원 춘천시,외부방문객,961303446,42180
20250901,강원 춘천시,정보없음,3707730,123
20250901,강원 춘천시,지역주민,6700539996,212819
20250901,서울 강남구,외부방문객,38389934581,1240730
20250901,서울 강남구,정보없음,32084762,1234
20250901,서울 강남구,지역주민,37711779555,994476
20250902,강원 춘천시,외부방문객,1316662564,47926
20250902,강원 춘천시,정보없음,6784530,141
20250902,강원 춘천시,지역주민,6845481491,229491
20250902,서울 강남구,외부방문객,36669983244,1195393
20250902,서울 강남구,정보없음,23553082,1060
20250902,서울 강남구,지역주민,34547199504,1010501
20250903,강원 춘천시,외부방문객,1232822904,46378
20250903,강원 춘천시,정보없음,7666968,163
20250903,강원 춘천시,지역주민,6775283729,225859
20250903,서울 강남구,외부방문객,33708801997,1180954
20250903,서울 강남구,정보없음,34567272,1073
20250903,서울 강남구,지역주민,34434453577,996890
20250904,강원 춘천시,외부방문객,1150342137,42856
20250904,강원 춘천시,정보없음,4123303,116
20250904,강원 춘천시,지역주민,6508431123,221778
20250904,서울 강남구,외부방문객,31345380095,1153874
20250904,서울 강남구,정보없음,21721751,1138
20250904,서울 강남구,지역주민,31086746049,980693
20250905,강원 춘천시,외부방문객,1468793280,44545
20250905,강원 춘천시,정보없음,5895040,181
20250905,강원 춘천시,지역주민,7730959258,246663
20250905,서울 강남구,외부방문객,36832793025,1263137
20250905,서울 강남구,정보없음,44154983,1303
20250905,서울 강남구,지역주민,35564553373,1064200
20250906,강원 춘천시,외부방문객,1910047254,53348
20250906,강원 춘천시,정보없음,8667659,167
20250906,강원 춘천시,지역주민,7454806750,222956
20250906,서울 강남구,외부방문객,33222504784,1236699
20250906,서울 강남구,정보없음,73864244,1272
20250906,서울 강남구,지역주민,33628038200,901011
20250907,강원 춘천시,외부방문객,1615462701,51331
20250907,강원 춘천시,정보없음,7235842,162
20250907,강원 춘천시,지역주민,5555728175,205840
20250907,서울 강남구,외부방문객,24920091553,1147460
20250907,서울 강남구,정보없음,18042617,1018
20250907,서울 강남구,지역주민,22558226471,784183
20250908,강원 춘천시,외부방문객,1291545129,46783
20250908,강원 춘천시,정보없음,3024881,109
20250908,강원 춘천시,지역주민,6776761156,224487
20250908,서울 강남구,외부방문객,41111308405,1180232
20250908,서울 강남구,정보없음,26292469,1222
20250908,서울 강남구,지역주민,33551352748,976123
20250909,강원 춘천시,외부방문객,1310944728,46787
20250909,강원 춘천시,정보없음,4175984,118
20250909,강원 춘천시,지역주민,6258548074,222510
20250909,서울 강남구,외부방문객,35303454940,1149417
20250909,서울 강남구,정보없음,51047441,1086
20250909,서울 강남구,지역주민,31786703198,986407
20250910,강원 춘천시,외부방문객,1127013567,45935
20250910,강원 춘천시,정보없음,7638926,139
20250910,강원 춘천시,지역주민,6421337687,225891
20250910,서울 강남구,외부방문객,49526928613,1418427
20250910,서울 강남구,정보없음,58591434,1143
20250910,서울 강남구,지역주민,34247459631,1030797
20250911,강원 춘천시,외부방문객,1360705644,47861
20250911,강원 춘천시,정보없음,8306646,169
20250911,강원 춘천시,지역주민,6241339269,227521
20250911,서울 강남구,외부방문객,33707065461,1223739
20250911,서울 강남구,정보없음,18869330,1214
20250911,서울 강남구,지역주민,32417618022,1013965
20250912,강원 춘천시,외부방문객,1521045990,45056
20250912,강원 춘천시,정보없음,10393432,101
20250912,강원 춘천시,지역주민,7201032702,232288
20250912,서울 강남구,외부방문객,35191379598,1200177
20250912,서울 강남구,정보없음,76883031,1041
20250912,서울 강남구,지역주민,34040732179,1015244
20250913,강원 춘천시,외부방문객,1926135620,58218
20250913,강원 춘천시,정보없음,4935627,168
20250913,강원 춘천시,지역주민,7913771730,246178
20250913,서울 강남구,외부방문객,34733141265,1287272
20250913,서울 강남구,정보없음,30617313,941
20250913,서울 강남구,지역주민,33754375792,948591
20250914,강원 춘천시,외부방문객,1804051314,54943
20250914,강원 춘천시,정보없음,8431043,184
20250914,강원 춘천시,지역주민,5258066679,198395
20250914,서울 강남구,외부방문객,25256582294,1162712
20250914,서울 강남구,정보없음,34871676,948
20250914,서울 강남구,지역주민,22318912828,769710
20250915,강원 춘천시,외부방문객,1327675730,47001
20250915,강원 춘천시,정보없음,3720799,134
20250915,강원 춘천시,지역주민,7162744871,229521
20250915,서울 강남구,외부방문객,59466823405,1639743
20250915,서울 강남구,정보없음,76927190,1627
20250915,서울 강남구,지역주민,35105811496,1082459
20250916,강원 춘천시,외부방문객,1198766139,43582
20250916,강원 춘천시,정보없음,3139836,118
20250916,강원 춘천시,지역주민,6487592649,212652
20250916,서울 강남구,외부방문객,33893778660,1156976
20250916,서울 강남구,정보없음,53436678,1236
20250916,서울 강남구,지역주민,30297133780,937663
20250917,강원 춘천시,외부방문객,938551960,38481
20250917,강원 춘천시,정보없음,4687962,126
20250917,강원 춘천시,지역주민,6187191155,199448
20250917,서울 강남구,외부방문객,35603972012,1192801
20250917,서울 강남구,정보없음,32942482,1089
20250917,서울 강남구,지역주민,30066925201,928084
20250918,강원 춘천시,외부방문객,1353305731,46183
20250918,강원 춘천시,정보없음,4974097,187
20250918,강원 춘천시,지역주민,6552293706,228266
20250918,서울 강남구,외부방문객,37638327593,1254085
20250918,서울 강남구,정보없음,57462119,1258
20250918,서울 강남구,지역주민,32597023794,1022382
20250919,강원 춘천시,외부방문객,1423435239,41791
20250919,강원 춘천시,정보없음,9277501,159
20250919,강원 춘천시,지역주민,7159919942,227849
20250919,서울 강남구,외부방문객,38507415205,1240073
20250919,서울 강남구,정보없음,80272108,1049
20250919,서울 강남구,지역주민,37461513297,987032
20250920,강원 춘천시,외부방문객,2245209774,60900
20250920,강원 춘천시,정보없음,8491630,170
20250920,강원 춘천시,지역주민,8069280115,243141
20250920,서울 강남구,외부방문객,36828183437,1322524
20250920,서울 강남구,정보없음,86190545,1012
20250920,서울 강남구,지역주민,35790013862,946560
20250921,강원 춘천시,외부방문객,1817287074,54753
20250921,강원 춘천시,정보없음,44032254,161
20250921,강원 춘천시,지역주민,5929844490,209761
20250921,서울 강남구,외부방문객,27131473466,1205388
20250921,서울 강남구,정보없음,15947825,904
20250921,서울 강남구,지역주민,23217025698,801157
20250922,강원 춘천시,외부방문객,1462691097,47376
20250922,강원 춘천시,정보없음,4141460,146
20250922,강원 춘천시,지역주민,7000608221,230991
20250922,서울 강남구,외부방문객,54696751269,1480796
20250922,서울 강남구,정보없음,39686626,1318
20250922,서울 강남구,지역주민,37737936244,1050623
20250923,강원 춘천시,외부방문객,1380624431,49087
20250923,강원 춘천시,정보없음,10488041,140
20250923,강원 춘천시,지역주민,6813676604,232385
20250923,서울 강남구,외부방문객,41048938569,1234955
20250923,서울 강남구,정보없음,37521678,1156
20250923,서울 강남구,지역주민,36896351556,1026136
20250924,강원 춘천시,외부방문객,1130480930,43344
20250924,강원 춘천시,정보없음,8980393,133
20250924,강원 춘천시,지역주민,6328056802,214186
20250924,서울 강남구,외부방문객,50515551891,1407931
20250924,서울 강남구,정보없음,40801269,1169
20250924,서울 강남구,지역주민,37865508800,987337
20250925,강원 춘천시,외부방문객,1487111279,48207
20250925,강원 춘천시,정보없음,9883384,225
20250925,강원 춘천시,지역주민,7449206483,241475
20250925,서울 강남구,외부방문객,69815681907,1755066
20250925,서울 강남구,정보없음,76108397,1922
20250925,서울 강남구,지역주민,46380272599,1134567
20250926,강원 춘천시,외부방문객,1607401513,47258
20250926,강원 춘천시,정보없음,4851781,180
20250926,강원 춘천시,지역주민,8338006793,261627
20250926,서울 강남구,외부방문객,47635637397,1299974
20250926,서울 강남구,정보없음,42701614,1272
20250926,서울 강남구,지역주민,43338974075,1089674
20250927,강원 춘천시,외부방문객,2394871596,69034
20250927,강원 춘천시,정보없음,9345123,251
20250927,강원 춘천시,지역주민,8618453034,274528
20250927,서울 강남구,외부방문객,38656492563,1367833
20250927,서울 강남구,정보없음,27593216,1146
20250927,서울 강남구,지역주민,37358361147,986119
20250928,강원 춘천시,외부방문객,1143859979,40880
20250928,강원 춘천시,정보없음,5262871,136
20250928,강원 춘천시,지역주민,5527637511,192098
20250928,서울 강남구,외부방문객,27542094281,1157697
20250928,서울 강남구,정보없음,18681012,1057
20250928,서울 강남구,지역주민,24929263297,740646
20250929,강원 춘천시,외부방문객,1371500913,46690
20250929,강원 춘천시,정보없음,5313659,142
20250929,강원 춘천시,지역주민,8151835843,253224
20250929,서울 강남구,외부방문객,47562688711,1255694
20250929,서울 강남구,정보없음,47092035,1296
20250929,서울 강남구,지역주민,42750625118,1057648
20250930,강원 춘천시,외부방문객,1319862055,46596
20250930,강원 춘천시,정보없음,12608649,198
20250930,강원 춘천시,지역주민,8298283729,245936
20250930,서울 강남구,외부방문객,56455575100,1385760
20250930,서울 강남구,정보없음,41717938,1285
20250930,서울 강남구,지역주민,44413070716,1092639
20251001,강원 춘천시,외부방문객,1359382927,47904
20251001,강원 춘천시,정보없음,30666393,162
20251001,강원 춘천시,지역주민,8517750725,250224
20251001,서울 강남구,외부방문객,50402438717,1326726
20251001,서울 강남구,정보없음,61263281,1419
20251001,서울 강남구,지역주민,46629764078,1085567
20251002,강원 춘천시,외부방문객,1437036673,48173
20251002,강원 춘천시,정보없음,5605232,165
20251002,강원 춘천시,지역주민,9542119082,275526
20251002,서울 강남구,외부방문객,47426592850,1288856
20251002,서울 강남구,정보없음,40941026,1356
20251002,서울 강남구,지역주민,48408574487,1112395
20251003,강원 춘천시,외부방문객,2496716924,69938
20251003,강원 춘천시,정보없음,5975925,202
20251003,강원 춘천시,지역주민,8755392248,245316
