TA_YMD,MCT_SGG_CD,TS_AT,USE_CNT
20250906,서울 강남구,66924407228,2138982
20250907,강원 춘천시,7178426718,257333
20250907,서울 강남구,47496360641,1932661
20250908,강원 춘천시,8071331166,271379
20250908,서울 강남구,74688953622,2157577
20250909,강원 춘천시,7573668786,269415
20250909,서울 강남구,67141205579,2136910
20250910,강원 춘천시,7555990180,271965
20250910,서울 강남구,83832979678,2450367
20250911,강원 춘천시,7610351559,275551
20250911,서울 강남구,66143552813,2238918
20250912,강원 춘천시,8732472124,277445
20250912,서울 강남구,69308994808,2216462
20250913,강원 춘천시,9844842977,304564
20250913,서울 강남구,68518134370,2236804
20250914,강원 춘천시,7070549036,253522
20250914,서울 강남구,47610366798,1933370
20250915,강원 춘천시,8494141400,276656
20250915,서울 강남구,94649562091,2723829
20250916,강원 춘천시,7689498624,256352
20250916,서울 강남구,64244349118,2095875
20250917,강원 춘천시,7130431077,238055
20250917,서울 강남구,65703839695,2121974
20250918,강원 춘천시,7910573534,274636
20250918,서울 강남구,70292813506,2277725
20250919,강원 춘천시,8592632682,269799
20250919,서울 강남구,76049200610,2228154
20250920,강원 춘천시,10322981519,304211
20250920,서울 강남구,72704387844,2270096
20250921,강원 춘천시,7791163818,264675
20250921,서울 강남구,50364446989,2007449
20250922,강원 춘천시,8467440778,278513
20250922,서울 강남구,92474374139,2532737
20250923,강원 춘천시,8204789076,281612
20250923,서울 강남구,77982811803,2262247
20250924,강원 춘천시,7467518125,257663
20250924,서울 강남구,88421861960,2396437
20250925,강원 춘천시,8946201146,289907
20250925,서울 강남구,116272062903,2891555
20250926,강원 춘천시,9950260087,309065
20250926,서울 강남구,91017313086,2390920
20250927,강원 춘천시,11022669753,343813
20250927,서울 강남구,76042446926,2355098
20250928,강원 춘천시,6676760361,233114
20250928,서울 강남구,52490038590,1899400
20250929,강원 춘천시,9528650415,300056
20250929,서울 강남구,90360405864,2314638
20250930,강원 춘천시,9630754433,292730
20250930,서울 강남구,100910363754,2479684
20251001,강원 춘천시,9907800045,298290
20251001,서울 강남구,97093466076,2413712
20251002,강원 춘천시,10984760987,323864
20251002,서울 강남구,95876108363,2402607
20251003,강원 춘천시,11258085097,315456
20251003,서울 강남구,72373878651,2081842
20251004,강원 춘천시,11891363434,338615
20251004,서울 강남구,68593846212,2123069
20251005,강원 춘천시,8840456227,275720
20251005,서울 강남구,43260741062,1724944
20251006,강원 춘천시,5652764508,188504
20251006,서울 강남구,24635698311,1020699
20251007,강원 춘천시,7520143284,240504
20251007,서울 강남구,36757597012,1664997
20251008,강원 춘천시,8654437804,289218
20251008,서울 강남구,45853903558,1905180
20251009,강원 춘천시,7822052732,264525
20251009,서울 강남구,46418283114,1911394
20251010,강원 춘천시,8718596412,260817
20251010,서울 강남구,78208887922,2165040
20251011,강원 춘천시,8658676087,264170
20251011,서울 강남구,64569421079,2122087
20251012,강원 춘천시,6120373288,222313
20251012,서울 강남구,45323075668,1862740
20251013,강원 춘천시,7605113030,238326
20251013,서울 강남구,79492205242,2240441
20251014,강원 춘천시,8208400398,270273
20251014,서울 강남구,77166869906,2443303
20251015,강원 춘천시,8000786912,266146
20251015,서울 강남구,92936867560,2550930
20251016,강원 춘천시,7777945117,273814
20251016,서울 강남구,70123087902,2255708
20251017,강원 춘천시,8797809834,285942
20251017,서울 강남구,72783387743,2230776
20251018,강원 춘천시,10001208025,320253
20251018,서울 강남구,72692314770,2223905
20251019,강원 춘천시,7743206730,270433
20251019,서울 강남구,49049425797,1940123
20251020,강원 춘천시,8982858938,275192
20251020,서울 강남구,84694377515,2427563
20251021,강원 춘천시,8314188008,271324
20251021,서울 강남구,75544031548,2180182
20251022,강원 춘천시,8327570766,270421
20251022,서울 강남구,73157284739,2233840
20251023,강원 춘천시,8119432927,269121
20251023,서울 강남구,73197857626,2223078
20251024,강원 춘천시,9578867195,296699
20251024,서울 강남구,97040730590,2555622
20251025,강원 춘천시,10720469305,341410
20251025,서울 강남구,73205898102,2250973
20251026,강원 춘천시,7638966375,262829
20251026,서울 강남구,49935721682,1903498
20251027,강원 춘천시,8978708985,276918
20251027,서울 강남구,113453755553,2818548
20251028,강원 춘천시,8628778728,271882
20251028,서울 강남구,83147423953,2188439
20251029,강원 춘천시,8440555504,271698
20251029,서울 강남구,81636342157,2234514
20251030,강원 춘천시,8626554616,278413
20251030,서울 강남구,81806282665,2246008
20251031,강원 춘천시,10098307296,298223
20251031,서울 강남구,93937696982,2393357
20251101,강원 춘천시,11807967960,321032
20251101,서울 강남구,98167449077,2460784
20251102,강원 춘천시,8535418684,257400
20251102,서울 강남구,64218279886,2047772
20251103,강원 춘천시,8772986229,268431
20251103,서울 강남구,79116523417,2224284
20251104,강원 춘천시,7981479783,263839
20251104,서울 강남구,70508131196,2167532
20251105,강원 춘천시,8115018622,261909
20251105,서울 강남구,75185546497,2271550
20251106,강원 춘천시,7758015440,264623
20251106,서울 강남구,71505343109,2274488
20251107,강원 춘천시,9153105612,288968
20251107,서울 강남구,74978502544,2315134
20251108,강원 춘천시,10376678869,309691
20251108,서울 강남구,71155151594,2275692
20251109,강원 춘천시,6893371180,244271
20251109,서울 강남구,50525450925,1977035
20251110,강원 춘천시,8014722566,274300
20251110,서울 강남구,90035112160,2575501
20251111,강원 춘천시,8048216816,274946
20251111,서울 강남구,74575032501,2339825
20251112,강원 춘천시,7707147044,264951
20251112,서울 강남구,66558473471,2195437
20251113,강원 춘천시,8028249298,268303
20251113,서울 강남구,67216629717,2165683
20251114,강원 춘천시,9287196239,283785
20251114,서울 강남구,79365895622,2431768
20251115,강원 춘천시,10274977712,306574
20251115,서울 강남구,69455887638,2211775
20251116,강원 춘천시,7549398869,249341
20251116,서울 강남구,48407391216,1895428
20251117,강원 춘천시,8309337911,260905
20251117,서울 강남구,90735246251,2438214
20251118,강원 춘천시,8184880185,258263
20251118,서울 강남구,69309397538,2116829
20251119,강원 춘천시,8259386070,255623
20251119,서울 강남구,67160771865,2177638
20251120,강원 춘천시,8249667423,258380
20251120,서울 강남구,89465691943,2460183
20251121,강원 춘천시,9123669729,277906
20251121,서울 강남구,78508679856,2286550
20251122,강원 춘천시,10466810728,303286
20251122,서울 강남구,70519794588,2207000
20251123,강원 춘천시,6935287559,231294
20251123,서울 강남구,47914251065,1865903
20251124,강원 춘천시,8240647266,266860
20251124,서울 강남구,87233999055,2414921
20251125,강원 춘천시,7830008801,248976
20251125,서울 강남구,109622441470,2661680
20251126,강원 춘천시,8098832829,264153
20251126,서울 강남구,80322360522,2193613
20251127,강원 춘천시,7549278706,245143
20251127,서울 강남구,79783228708,2187436
20251128,강원 춘천시,10049815595,282377
20251128,서울 강남구,99343458348,2411050
20251129,강원 춘천시,10495977560,296613
20251129,서울 강남구,77284860868,2245310
20251130,강원 춘천시,7562485556,246504
20251130,서울 강남구,57377823836,2021547
20251201,강원 춘천시,8641328889,259922
20251201,서울 강남구,90543709878,2296231
20251202,강원 춘천시,7683327035,249420
20251202,서울 강남구,79448066322,2180468
20251203,강원 춘천시,7467709382,240194
20251203,서울 강남구,74590195979,2110924
20251204,강원 춘천시,7688804572,244270
20251204,서울 강남구,69678381914,2102406
20251205,강원 춘천시,8782673725,262912
20251205,서울 강남구,76118437890,2248499
20251206,강원 춘천시,9795500058,281059
20251206,서울 강남구,72936286272,2177139
20251207,강원 춘천시,7264994038,236031
20251207,서울 강남구,49507318420,1920218
20251208,강원 춘천시,7603103821,252253
20251208,서울 강남구,67912530293,2140621
20251209,강원 춘천시,7420784767,247717
20251209,서울 강남구,68815986276,2129651
20251210,강원 춘천시,7462678227,248404
20251210,서울 강남구,94007152927,2440081
20251211,강원 춘천시,7416799241,249466
20251211,서울 강남구,70920506968,2156227
20251212,강원 춘천시,8365887925,271413
20251212,서울 강남구,79097621566,2277577
20251213,강원 춘천시,8828433957,259412
20251213,서울 강남구,72750535587,2059470
20251214,강원 춘천시,6374553305,217630
20251214,서울 강남구,53164415145,1933540
20251215,강원 춘천시,8097340049,251261
20251215,서울 강남구,103851532540,2726223
20251216,강원 춘천시,7795291387,237716
20251216,서울 강남구,76213985428,2111704
20251217,강원 춘천시,8011318781,251245
20251217,서울 강남구,77452244608,2258153
20251218,강원 춘천시,8049143961,251383
20251218,서울 강남구,80091152623,2291451
20251219,강원 춘천시,9008044455,271054
20251219,서울 강남구,88362094260,2359835
20251220,강원 춘천시,9541015133,277716
20251220,서울 강남구,79768598148,2242030
20251221,강원 춘천시,7231746211,231161
20251221,서울 강남구,56138564722,1993338
20251222,강원 춘천시,7870085230,246950
20251222,서울 강남구,97992357383,2579824
20251223,강원 춘천시,7310552244,221515
20251223,서울 강남구,86445184824,2281431
20251224,강원 춘천시,9706105584,267609
20251224,서울 강남구,107629941377,2790411
20251225,강원 춘천시,8122005998,251436
20251225,서울 강남구,57159289037,2096742
20251226,강원 춘천시,8974488655,262347
20251226,서울 강남구,116831689008,2759637
20251227,강원 춘천시,9090076484,265510
20251227,서울 강남구,73612019183,2206797
20251228,강원 춘천시,6180450146,208786
20251228,서울 강남구,49578288797,1892434
20251229,강원 춘천시,8919149419,252694
20251229,서울 강남구,95458533409,2319503
20251230,강원 춘천시,8793855250,253177
20251230,서울 강남구,98867922598,2262040
20251231,강원 춘천시,10385766547,281480
20251231,서울 강남구,96744969541,2433798
