TA_YMD,MCT_SGG_CD,visitor_type,TS_AT,USE_CNT
20250906,강원 춘천시,정보없음,8667659,167
20250906,강원 춘천시,지역주민,7530785921,232568
20250906,서울 강남구,외부방문객,44972323067,1603840
20250906,서울 강남구,정보없음,80232176,1529
20250906,서울 강남구,지역주민,38101304498,1055842
20250907,강원 춘천시,외부방문객,1680136341,53616
20250907,강원 춘천시,정보없음,7235842,162
20250907,강원 춘천시,지역주민,5630181227,213304
20250907,서울 강남구,외부방문객,34193161517,1465417
20250907,서울 강남구,정보없음,24068291,1261
20250907,서울 강남구,지역주민,26176298843,920924
20250908,강원 춘천시,외부방문객,1486979727,48856
20250908,강원 춘천시,정보없음,3304352,114
20250908,강원 춘천시,지역주민,6921013451,232796
20250908,서울 강남구,외부방문객,91385651489,1588426
20250908,서울 강남구,정보없음,186381755,1611
20250908,서울 강남구,지역주민,53132255995,1157933
20250909,강원 춘천시,외부방문객,1482161103,48325
20250909,강원 춘천시,정보없음,4258181,123
20250909,강원 춘천시,지역주민,6361497561,229992
20250909,서울 강남구,외부방문객,90926934632,1541761
20250909,서울 강남구,정보없음,192174257,1427
20250909,서울 강남구,지역주민,48841762838,1165766
20250910,강원 춘천시,외부방문객,1300961899,47923
20250910,강원 춘천시,정보없음,7638926,139
20250910,강원 춘천시,지역주민,8122083350,233338
20250910,서울 강남구,외부방문객,135359658172,1928455
20250910,서울 강남구,정보없음,273885563,1684
20250910,서울 강남구,지역주민,71563809243,1248187
20250911,강원 춘천시,외부방문객,1611370079,49917
20250911,강원 춘천시,정보없음,8306646,169
20250911,강원 춘천시,지역주민,7218860454,234676
20250911,서울 강남구,외부방문객,84919931961,1637754
20250911,서울 강남구,정보없음,213849087,1613
20250911,서울 강남구,지역주민,52959160679,1199455
20250912,강원 춘천시,외부방문객,2208093171,46728
20250912,강원 춘천시,정보없음,10393432,101
20250912,강원 춘천시,지역주민,11746003381,240788
20250912,서울 강남구,외부방문객,113074323573,1746280
20250912,서울 강남구,정보없음,162280039,1530
20250912,서울 강남구,지역주민,62138224690,1208305
20250913,강원 춘천시,외부방문객,2347121002,61518
20250913,강원 춘천시,정보없음,5132901,178
20250913,강원 춘천시,지역주민,8300124847,256510
20250913,서울 강남구,외부방문객,49162461195,1664513
20250913,서울 강남구,정보없음,51245128,1241
20250913,서울 강남구,지역주민,39077312210,1107432
20250914,강원 춘천시,외부방문객,1937902462,57402
20250914,강원 춘천시,정보없음,8639070,196
20250914,강원 춘천시,지역주민,5317663703,206252
20250914,서울 강남구,외부방문객,36906852853,1507897
20250914,서울 강남구,정보없음,52303969,1166
20250914,서울 강남구,지역주민,26073385003,909928
20250915,강원 춘천시,외부방문객,5344314702,48745
20250915,강원 춘천시,정보없음,3720799,134
20250915,강원 춘천시,지역주민,22283954024,237630
20250915,서울 강남구,외부방문객,146113065773,2227922
20250915,서울 강남구,정보없음,332498520,2356
20250915,서울 강남구,지역주민,77573261607,1377168
20250916,강원 춘천시,외부방문객,4283701092,45717
20250916,강원 춘천시,정보없음,3222033,123
20250916,강원 춘천시,지역주민,6939248993,219333
20250916,서울 강남구,외부방문객,99625658280,1574176
20250916,서울 강남구,정보없음,159947693,1687
20250916,서울 강남구,지역주민,47883283335,1119677
20250917,강원 춘천시,외부방문객,1030079408,39446
20250917,강원 춘천시,정보없음,4687962,126
20250917,강원 춘천시,지역주민,6567388038,205011
20250917,서울 강남구,외부방문객,86529257222,1604776
20250917,서울 강남구,정보없음,86860913,1532
20250917,서울 강남구,지역주민,49977156107,1098413
20250918,강원 춘천시,외부방문객,1440483030,48179
20250918,강원 춘천시,정보없음,4987523,198
20250918,강원 춘천시,지역주민,6669572052,234645
20250918,서울 강남구,외부방문객,92834922600,1705126
20250918,서울 강남구,정보없음,129363177,1691
20250918,서울 강남구,지역주민,54804916277,1222221
20250919,강원 춘천시,외부방문객,1537923041,43216
20250919,강원 춘천시,정보없음,9277501,159
20250919,강원 춘천시,지역주민,7973642253,233999
20250919,서울 강남구,외부방문객,104712016970,1672821
20250919,서울 강남구,정보없음,225449362,1409
20250919,서울 강남구,지역주민,64217507022,1167196
20250920,강원 춘천시,외부방문객,2439311924,63486
20250920,강원 춘천시,정보없음,8491630,170
20250920,강원 춘천시,지역주민,8153222239,253247
20250920,서울 강남구,외부방문객,51988164355,1734193
20250920,서울 강남구,정보없음,100709429,1345
20250920,서울 강남구,지역주민,41498887436,1111898
20250921,강원 춘천시,외부방문객,1879885647,57205
20250921,강원 춘천시,정보없음,44229528,171
20250921,강원 춘천시,지역주민,6120074563,217098
20250921,서울 강남구,외부방문객,39721812563,1567980
20250921,서울 강남구,정보없음,22020343,1118
20250921,서울 강남구,지역주민,27817481039,950284
20250922,강원 춘천시,외부방문객,1612188075,49000
20250922,강원 춘천시,정보없음,4141460,146
20250922,강원 춘천시,지역주민,7774788388,237869
20250922,서울 강남구,외부방문객,123390160461,1983233
20250922,서울 강남구,정보없음,291870021,1870
20250922,서울 강남구,지역주민,72158831510,1266655
20250923,강원 춘천시,외부방문객,2432521843,50657
20250923,강원 춘천시,정보없음,10488041,140
20250923,강원 춘천시,지역주민,7483124900,240452
20250923,서울 강남구,외부방문객,132399621039,1715986
20250923,서울 강남구,정보없음,197287643,1718
20250923,서울 강남구,지역주민,67312460388,1241642
20250924,강원 춘천시,외부방문객,3236387028,45003
20250924,강원 춘천시,정보없음,8980393,133
20250924,강원 춘천시,지역주민,9801266083,220603
20250924,서울 강남구,외부방문객,129873208612,1855308
20250924,서울 강남구,정보없음,221992343,1675
20250924,서울 강남구,지역주민,68635264552,1170168
20250925,강원 춘천시,외부방문객,4847612527,50596
20250925,강원 춘천시,정보없음,9883384,225
20250925,강원 춘천시,지역주민,12710569585,250115
20250925,서울 강남구,외부방문객,181827223185,2282042
20250925,서울 강남구,정보없음,389666361,2509
20250925,서울 강남구,지역주민,95337633821,1365253
20250926,강원 춘천시,외부방문객,4704762153,49789
20250926,강원 춘천시,정보없음,4851781,180
20250926,강원 춘천시,지역주민,15421509652,270542
20250926,서울 강남구,외부방문객,167844712185,1847706
20250926,서울 강남구,정보없음,359504729,1998
20250926,서울 강남구,지역주민,98423214920,1322617
20250927,강원 춘천시,외부방문객,2896503457,72320
20250927,강원 춘천시,정보없음,10668500,256
20250927,강원 춘천시,지역주민,9148313293,285988
20250927,서울 강남구,외부방문객,58235376613,1797864
20250927,서울 강남구,정보없음,64280771,1493
20250927,서울 강남구,지역주민,44355134815,1169573
20250928,강원 춘천시,외부방문객,1167470320,42579
20250928,강원 춘천시,정보없음,5262871,136
20250928,강원 춘천시,지역주민,5646868315,200697
20250928,서울 강남구,외부방문객,40633461815,1494797
20250928,서울 강남구,정보없음,22407908,1232
20250928,서울 강남구,지역주민,30280864230,878349
20250929,강원 춘천시,외부방문객,6123117836,48391
20250929,강원 춘천시,정보없음,5313659,142
20250929,강원 춘천시,지역주민,19145550301,262047
20250929,서울 강남구,외부방문객,176734709422,1759992
20250929,서울 강남구,정보없음,320003012,1950
20250929,서울 강남구,지역주민,108341767118,1280463
20250930,강원 춘천시,외부방문객,2419567161,48298
20250930,강원 춘천시,정보없음,12608649,198
20250930,강원 춘천시,지역주민,10530327232,255919
20250930,서울 강남구,외부방문객,233285684793,1959511
20250930,서울 강남구,정보없음,411104939,2033
20250930,서울 강남구,지역주민,106822740831,1333347
20251001,강원 춘천시,외부방문객,1852429937,49540
20251001,강원 춘천시,정보없음,30666393,162
20251001,강원 춘천시,지역주민,9181509171,258655
20251001,서울 강남구,외부방문객,114223106977,1825456
20251001,서울 강남구,정보없음,238695430,1838
20251001,서울 강남구,지역주민,69413832870,1313550
20251002,강원 춘천시,외부방문객,1701299615,49729
20251002,강원 춘천시,정보없음,5605232,165
20251002,강원 춘천시,지역주민,9828566458,284268
20251002,서울 강남구,외부방문객,105768252659,1737475
20251002,서울 강남구,정보없음,213089287,1751
20251002,서울 강남구,지역주민,69294457849,1315512
20251003,강원 춘천시,외부방문객,2678331920,72551
