TA_YMD,MCT_SGG_CD,TS_AT,USE_CNT
20250820,서울 강남구,195717508629,3387416
20250821,강원 춘천시,10248980626,275115
20250821,서울 강남구,179576010538,3166696
20250822,강원 춘천시,12793382208,306905
20250822,서울 강남구,193308543810,3202411
20250823,강원 춘천시,11314111178,330171
20250823,서울 강남구,96091298410,2896261
20250824,강원 춘천시,7390585267,250957
20250824,서울 강남구,67243617966,2415908
20250825,강원 춘천시,11892195301,279520
20250825,서울 강남구,283619812398,3891193
20250826,강원 춘천시,20541692917,270658
20250826,서울 강남구,264165808520,3063830
20250827,강원 춘천시,23148132005,286166
20250827,서울 강남구,250324190961,3257206
20250828,강원 춘천시,19298953851,284634
20250828,서울 강남구,266564730880,3249424
20250829,강원 춘천시,21426242544,311038
20250829,서울 강남구,329429881630,3258291
20250830,강원 춘천시,11906355023,336120
20250830,서울 강남구,101488828529,2854956
20250831,강원 춘천시,8102042409,268780
20250831,서울 강남구,70104204365,2467786
20250901,강원 춘천시,11121900855,277047
20250901,서울 강남구,236766669227,3292844
20250902,강원 춘천시,10104805897,304945
20250902,서울 강남구,165487401947,3124199
20250903,강원 춘천시,10654167845,299470
20250903,서울 강남구,157879691605,3106346
20250904,강원 춘천시,10108161309,290044
20250904,서울 강남구,447841726840,3170822
20250905,강원 춘천시,12268304427,319472
20250905,서울 강남구,171763448673,3229050
20250906,강원 춘천시,11455571256,297965
20250906,서울 강남구,92141853205,2761278
20250907,강원 춘천시,8152212670,274478
20250907,서울 강남구,66863111428,2470120
20250908,강원 춘천시,10341880511,297063
20250908,서울 강남구,164185223562,3014154
20250909,강원 춘천시,9981493349,295096
20250909,서울 강남구,164627526984,2994645
20250910,강원 춘천시,11750097976,299086
20250910,서울 강남구,236123705223,3471944
20250911,강원 춘천시,10794109690,301619
20250911,서울 강남구,162059920344,3131318
20250912,강원 춘천시,15616919516,304698
20250912,서울 강남구,198726381194,3220469
20250913,강원 춘천시,11725522309,326522
20250913,서울 강남구,98337341430,2878357
20250914,강원 춘천시,8280317322,270808
20250914,서울 강남구,70408001251,2500642
20250915,강원 춘천시,30153339401,302958
20250915,서울 강남구,248308297518,3886890
20250916,강원 춘천시,13593079225,282013
20250916,서울 강남구,177075725354,2972273
20250917,강원 춘천시,9381943645,259035
20250917,서울 강남구,165454992708,2975526
20250918,강원 춘천시,10126915225,300345
20250918,서울 강남구,178752740375,3225654
20250919,강원 춘천시,11722155572,293685
20250919,서울 강남구,198791150297,3104535
20250920,강원 춘천시,12003055379,326134
20250920,서울 강남구,106025759679,2951778
20250921,강원 춘천시,8855989707,281634
20250921,서울 강남구,76006261169,2605183
20250922,강원 춘천시,11879831985,303247
20250922,서울 강남구,227316846871,3523398
20250923,강원 춘천시,12618599775,309026
20250923,서울 강남구,228508623903,3248925
20250924,강원 춘천시,15625467463,281641
20250924,서울 강남구,233647941038,3302062
20250925,강원 춘천시,20178500827,319099
20250925,서울 강남구,309780612382,3952208
20250926,강원 춘천시,23029117165,338672
20250926,서울 강남구,298880242360,3449371
20250927,강원 춘천시,13641715194,368564
20250927,서울 강남구,111270207134,3073974
20250928,강원 춘천시,7480910013,248736
20250928,서울 강남구,78635911271,2452901
20250929,강원 춘천시,27568650517,326234
20250929,서울 강남구,321041009899,3321379
20250930,강원 춘천시,15847962362,321806
20250930,서울 강남구,402855607673,3595290
20251001,강원 춘천시,14152633942,323982
20251001,서울 강남구,212437164085,3398533
20251002,강원 춘천시,13415936420,347439
20251002,서울 강남구,201168993869,3286367
20251003,강원 춘천시,12235252064,333564
20251003,서울 강남구,94725293131,2648021
20251004,강원 춘천시,12772145770,356507
20251004,서울 강남구,91006784440,2709552
20251005,강원 춘천시,9414922323,291594
20251005,서울 강남구,59536343532,2191054
20251006,강원 춘천시,6028559737,200642
20251006,서울 강남구,35651689412,1365497
20251007,강원 춘천시,7958523622,256177
20251007,서울 강남구,51289583974,2089947
20251008,강원 춘천시,9319412698,308826
20251008,서울 강남구,62881060388,2410458
20251009,강원 춘천시,8560875400,281765
20251009,서울 강남구,65303454467,2428625
20251010,강원 춘천시,10928850375,280987
20251010,서울 강남구,371293572060,3063149
20251011,강원 춘천시,9393057483,280559
20251011,서울 강남구,87423188522,2693018
20251012,강원 춘천시,6747587353,235878
20251012,서울 강남구,66794782874,2357758
20251013,강원 춘천시,13564343258,258192
20251013,서울 강남구,196560116716,3240101
20251014,강원 춘천시,20806930509,296312
20251014,서울 강남구,208745348932,3278141
20251015,강원 춘천시,24915587955,291005
20251015,서울 강남구,290847063404,3552231
20251016,강원 춘천시,12596916673,298403
20251016,서울 강남구,167621198133,3094110
20251017,강원 춘천시,11335878998,313461
20251017,서울 강남구,175324778564,3056887
20251018,강원 춘천시,11376751197,343470
20251018,서울 강남구,98102704795,2858928
20251019,강원 춘천시,8912878647,288756
20251019,서울 강남구,71530880848,2502733
20251020,강원 춘천시,11339546201,297657
20251020,서울 강남구,195912618940,3301764
20251021,강원 춘천시,11220156288,296968
20251021,서울 강남구,183830356791,3041208
20251022,강원 춘천시,11166349661,294631
20251022,서울 강남구,190522179919,3101913
20251023,강원 춘천시,11509471318,292302
20251023,서울 강남구,188026905094,3102599
20251024,강원 춘천시,15351453593,321661
20251024,서울 강남구,232420407568,3432616
20251025,강원 춘천시,12268924413,363681
20251025,서울 강남구,101592102505,2925029
20251026,강원 춘천시,8631914269,280083
20251026,서울 강남구,71328084214,2444565
20251027,강원 춘천시,17079246851,299261
20251027,서울 강남구,356442267005,3707515
20251028,강원 춘천시,25876119736,297197
20251028,서울 강남구,262397806241,3062385
20251029,강원 춘천시,23058140186,296945
20251029,서울 강남구,248675099064,3086785
20251030,강원 춘천시,15833896666,302900
20251030,서울 강남구,279587562197,3109376
20251031,강원 춘천시,17026569572,326014
20251031,서울 강남구,384789159134,3296528
20251101,강원 춘천시,13298287888,342003
20251101,서울 강남구,130729234038,3196157
20251102,강원 춘천시,9562887062,272591
20251102,서울 강남구,88812927208,2626414
20251103,강원 춘천시,11898849171,292204
20251103,서울 강남구,174257033699,3139879
20251104,강원 춘천시,11169459089,288079
20251104,서울 강남구,161961997238,3029908
20251105,강원 춘천시,10656106868,286875
20251105,서울 강남구,173770630066,3342757
20251106,강원 춘천시,10313063444,288282
20251106,서울 강남구,251222129943,3132915
20251107,강원 춘천시,11472841308,314251
20251107,서울 강남구,178257464369,3165788
20251108,강원 춘천시,11979153192,332007
20251108,서울 강남구,96172144358,2908005
20251109,강원 춘천시,7863690446,259881
20251109,서울 강남구,70998471628,2516415
20251110,강원 춘천시,10273086597,298286
20251110,서울 강남구,286524127728,3529505
20251111,강원 춘천시,11259476540,300715
20251111,서울 강남구,179833089030,3294678
20251112,강원 춘천시,12085240172,289916
20251112,서울 강남구,167376412712,3084687
20251113,강원 춘천시,19417908855,293173
20251113,서울 강남구,166796694668,3123134
20251114,강원 춘천시,26585780504,310648
20251114,서울 강남구,206880768695,3313203
20251115,강원 춘천시,12560500689,328910
20251115,서울 강남구,103111764869,2877029
20251116,강원 춘천시,8955646611,265624
20251116,서울 강남구,70789966949,2445734
20251117,강원 춘천시,12872884914,282396
20251117,서울 강남구,191006870087,3412506
20251118,강원 춘천시,11168427492,281260
20251118,서울 강남구,171105528038,2967862
20251119,강원 춘천시,10988445862,280304
20251119,서울 강남구,173847308247,3024473
20251120,강원 춘천시,10892914465,282590
20251120,서울 강남구,214664194222,3368129
20251121,강원 춘천시,13402616591,302428
20251121,서울 강남구,195652778760,3156520
20251122,강원 춘천시,11922972260,323966
20251122,서울 강남구,98464672418,2850152
20251123,강원 춘천시,7685347436,244547
20251123,서울 강남구,70115892691,2406691
20251124,강원 춘천시,11232994993,289953
20251124,서울 강남구,232956053856,3302043
20251125,강원 춘천시,20342473248,271868
20251125,서울 강남구,303038686303,3570841
20251126,강원 춘천시,19900485276,289235
20251126,서울 강남구,280140961040,3092313
20251127,강원 춘천시,24246835593,267987
20251127,서울 강남구,273170394639,3032362
20251128,강원 춘천시,25188801052,308066
20251128,서울 강남구,389279414184,3319118
20251129,강원 춘천시,12529457276,314700
20251129,서울 강남구,108204575951,2854867
20251130,강원 춘천시,8523600099,260220
20251130,서울 강남구,83641651050,2591348
20251201,강원 춘천시,11705953398,283200
20251201,서울 강남구,323350246249,3344471
20251202,강원 춘천시,10622203536,273891
20251202,서울 강남구,190855522685,3090031
20251203,강원 춘천시,10005267798,263565
20251203,서울 강남구,169924198585,2990726
20251204,강원 춘천시,10380627279,266347
20251204,서울 강남구,275909708975,3115415
20251205,강원 춘천시,10745863660,285115
20251205,서울 강남구,173151919684,3072680
20251206,강원 춘천시,10699533547,300735
20251206,서울 강남구,97829039951,2770384
20251207,강원 춘천시,7903262101,249905
20251207,서울 강남구,69578869582,2432215
20251208,강원 춘천시,10186977433,275385
20251208,서울 강남구,167949316038,2994193
20251209,강원 춘천시,10203227961,272212
20251209,서울 강남구,173287600223,2987137
20251210,강원 춘천시,11910331900,275291
20251210,서울 강남구,277994932783,3415893
20251211,강원 춘천시,12768843759,274655
20251211,서울 강남구,167824211432,3009217
20251212,강원 춘천시,16131187660,297206
20251212,서울 강남구,205054073510,3223065
20251213,강원 춘천시,10041371841,274067
20251213,서울 강남구,101470361896,2622234
20251214,강원 춘천시,6873427173,232905
20251214,서울 강남구,75699814804,2451927
20251215,강원 춘천시,29212490208,275602
20251215,서울 강남구,272335924425,3828284
20251216,강원 춘천시,11234615659,261181
20251216,서울 강남구,178822031351,2973507
20251217,강원 춘천시,10524397716,276111
20251217,서울 강남구,181408068761,3186040
20251218,강원 춘천시,10763523765,275485
20251218,서울 강남구,192445873580,3223778
20251219,강원 춘천시,11619782453,296916
20251219,서울 강남구,217345708547,3290447
20251220,강원 춘천시,10478784669,295499
20251220,서울 강남구,110910188313,2904130
20251221,강원 춘천시,7833433108,245054
20251221,서울 강남구,79175541966,2562864
20251222,강원 춘천시,11126032868,270265
20251222,서울 강남구,237604747952,3534526
20251223,강원 춘천시,12302440200,243325
20251223,서울 강남구,241397553188,3172092
20251224,강원 춘천시,16976188776,292844
20251224,서울 강남구,243203597681,3724486
20251225,강원 춘천시,8656841765,271357
20251225,서울 강남구,82770664147,2687971
20251226,강원 춘천시,20660644618,287294
20251226,서울 강남구,267546754785,3617222
20251227,강원 춘천시,10788626490,283448
20251227,서울 강남구,105056098826,2826050
20251228,강원 춘천시,6692961571,223460
20251228,서울 강남구,72338894233,2430874
20251229,강원 춘천시,21901548342,276673
20251229,서울 강남구,550725468389,3259714
20251230,강원 춘천시,26490220596,277512
20251230,서울 강남구,278756584657,3188395
20251231,강원 춘천시,16395186157,305524
20251231,서울 강남구,269256547652,3304612
